aalto	אלטו
chapman	צ'אפמאן
chappuzeau	שאפוזיו
charis	קאריס
charisteas	חאריסטיאס
charles	צ'ארלז
charlton	צ'ארלטון
charpenet	צ'ארפיניט
charvet	טשארוויט
chauveau	שובו
chauvin	שובן
chaves	שאביס
chavez	צ'אביז
chazz	שאז
cheb	שב
chedid	שדיד
chehab	שהאב
cheikh	שיך
chekhov	צ'כוב
chemnitz	צ'מניץ
chen	צ'ן
chenene	צ'נן
cherry	צ'רי
cheryl	שיריל
chester	צ'סטר
chevrolet	שיברוליי
cheyrou	צ'יירו
chhetri	צ'טרי
chiacchio	צ'יאקיו
chiba	צ'יבא
chicago	שיקאגו
chiellini	קייליני
chiesa	קייזא
chihab	שהאב
chikao	צ'יקאו
chikhaoui	שיכאוי
chiklis	צ'יקליס
childeric	צ'ילדיריק
childs	צ'אילדז
chilembe	צ'ילמבי
chimbonda	צ'ימבונדא
chinghiz	צ'נגיז
chingy	צ'ינגי
chintu	צ'ינטו
chisholm	צ'ישולם
chislenko	צ'יסלנקו
chitou	צ'יטו
chivadze	צ'יבאדזה
chivu	צ'יבו
chiwa	צ'יוא
chloramphenicol	קלוראמפיניקול
cho	צ'ו
chokheli	צ'וכילי
chomsky	צ'ומסקי
chopin	שופאן
chorda	צ'ורדא
choukri	שוקרי
choutos	צ'וטוס
chriqui	שריקי
chris	קריס
christa	קריסטא
christanval	קריסטאנבאל
christensen	קריסטנסן
christiansen	קרישצ'אנסן
christie	קריסטי
christine	קריסטין
christofias	קריסטופיאס
christoph	קריסטוף
christopher	קריסטופר
christou	קריסטו
christov	קריסטוב
christy	קריסטי
chrysler	קראיסלר
chrysostome	קריסוסטום
chuck	צ'אק
chuikov	צ'ויקוב
chulapa	צ'ולאפא
chyler	טשילר
chynna	שינא
ciano	צ'אנו
ciaran	קיאראן
cicinho	סיסינהו
cid	סיד
cienfuegos	סיאנפויגוס
cilic	סיליטש
cimabue	צ'ימאבו
cincinnati	סינסינאטי
cinderella	סינדרילא
cindy	סינדי
ciolek	קיוליק
cioran	סיוראן
cipollini	צ'יפוליני
ciprian	קיפריאן
cisse	סיסי
citroen	סיטרואן
claesen	קלייסן
clair	קלייר
claire	קלייר
clampett	קלאמפיט
clancy	קלאנסי
clapton	קלאפטון
clare	קלייר
clarence	קלארנס
clark	קלארק
claude	קלוד
claudette	קלודט
claudia	קלאודיא
claudio	קלאודיו
claus	קלאוס
clayderman	קליידרמאן
clearwater	קלירווטר
cleary	קלירי
clemence	קלימינס
clemens	קלימינז
clerc	קלירק
clichy	קלישי
cliff	קליף
clift	קליפט
clifton	קליפטון
clijsters	קלאיסטרז
clinkenbeard	קלינקינבירד
clint	קלינט
clovis	קלוביס
clyde	קלייד
cobain	קוביין
cobeno	קובינו
cobi	קובי
cocard	קוקארד
cocis	קוקיס
cockburn	קוקבורן
coco	קוקו
cocu	קוקו
codina	קודינא
codjia	קודג'א
codrea	קודריא
cody	קודי
coe	קו
coelho	קואלו
coffi	קופי
cohade	קוהייד
cohn	קון
colak	קולאק
colin	קולין
collar	קולאר
colleen	קולין
collin	קולן
collins	קולינז
collor	קולור
colombia	קולומביא
colombier	קולומבייה
colombo	קולומבו
colorado	קולוראדו
columba	קולומבא
columbia	קולומביא
coluna	קולונא
colvin	קולווין
comaneci	קומאנצ'י
combat	קמבאט
combin	קומבין
combs	קומז
comics	קומיקס
commodus	קומודוס
como	קומו
compaore	קומפאורי
comte	קומט
conakry	קונאקרי
conan	קונאן
conceicao	קונסיסאו
conchita	קונשיטא
concorde	קונקורד
condoleezza	קונדוליזא
confucius	קונפיושוס
congo	קונגו
connelly	קונילי
connes	קן
connie	קוני
connors	קונרז
conny	קוני
conor	קונור
conrad	קונראד
constable	קונסטאבל
constans	קונסטנס
constant	קונסטאנט
constanta	קונסטאנטא
constantin	קונסטאנטין
constantine	קונסטאנטין
constantinescu	קונסטאנטינסקו
constanze	קונסטנזא
contador	קונטאדור
conte	קונטי
contra	קונטרא
convey	קונביי
cook	קוק
cools	קולז
copa	קופא
copeland	קופלאנד
copenhagen	קופנהאגן
copernicus	קופרניקוס
coppell	קופל
coppola	קופולא
cordell	קורדל
cordoba	קורדובא
corelli	קורילי
corey	קורי
cori	קורי
coria	קוריא
corin	קורין
coriolis	קוריוליס
corleone	קורליוני
corluka	קורלוקא
cornelia	קורניליא
cornelius	קורניליוס
cornell	קורניל
cornet	קורנה
cornthwaite	קורנתויט
cornwall	קורנואל
corrado	קוראדו
correa	קוריא
correia	קוריא
corrie	קורי
corriere	קורייר
corrigan	קוריגאן
corsetti	קורסיטי
corsica	קורסיקא
cortes	קורטיס
cortisol	קורטיזול
cory	קורי
corzine	קורזאין
corzo	קורזו
cosby	קוסבי
cosgrove	קוסגרוב
cosmin	קוזמין
cosmo	קוסמו
cossou	קוסו
costanza	קוסטאנזא
costanzo	קוסטאנזו
coste	קוסט
costello	קוסטילו
costica	קוסטיקא
costinha	קוסטינהא
coty	קוטי
coulais	קולייס
coulibaly	קוליבאלי
coundoul	קונדול
couperin	קופירין
coupet	קופה
courbis	קורביס
couriol	קוריול
courteney	קורטני
courtney	קורטני
courtois	קורטוא
coventry	קובנטרי
covey	קובי
cox	קוקס
craddock	קראדוק
craiova	קראיובא
crayford	קרייפורד
crayston	קרייסטון
creatine	קריאטין
cremer	קרימר
cremieux	קרימייה
crespo	קריספו
crichton	קריקטון
crick	קריק
crippen	קריפן
cris	קריס
crispus	קריספוס
cristea	קריסטיא
cristian	קריסטיאן
cristiano	קריסטיאנו
cristobal	קריסטובאל
croce	קרוצ'י
crocker	קרוקר
crockett	קרוקיט
cromwell	קרומוול
cronbach	קרונבאך
crosby	קרוסבי
cross	קרוס
crothers	קרותרס
crowe	קרו
crowley	קראולי
crudup	קרודאפ
cruyff	קרויף
crvenkovski	קרבינקובסקי
cryptozoology	קריפטוזואולוג'י
cuauhtemoc	קואטימוק
cub	קאב
cube	קיוב
cudicini	קודיצ'יני
cuenca	קוינקא
cuevas	קויבאס
cugnot	קוניו
cuiaba	קויאבא
culina	קולינא
cullmann	קולמאן
cumin	קיומין
cunningham	קונינגהאם
curci	קורסי
curro	קורו
curtin	קורטין
curtis	קארטיס
curzon	קורזון
cusack	קוזאק
cusco	קוסקו
cuza	קוזא
cvetkovic	סביטקוביטש
cyndi	סינדי
cyprus	סאיפרוס
cyril	סיריל
cysteine	סיסטיין
czeizler	קיזלר
czerniatynski	זרניאטנסקי
czeslaw	צ'יסלאב
dabo	דאבו
dacia	דאסיא
dacourt	דאקורט
dada	דאדא
dado	דאדו
daedalus	דידאלוס
dafna	דפנא
dafoe	דאפו
dagan	דגן
dagano	דאגאנו
dagestan	דאגסטאן
dagher	דאגר
dahab	דהב
daham	דהאם
dahl	דאל
dahlan	דחלאן
dahomey	דאהומי
dai	דאי
daibes	דעיבס
daihatsu	דאיהאטסו
daiki	דאיקי
dailly	דיילי
daimler	דיימלר
daimyo	דאימיו
dakota	דאקוטא
daladier	דלאדייה
dalal	דלאל
dale	דייל
daley	דיילי
dalglish	דאלגליש
dali	דאלי
dalia	דאליא
dalida	דאלידא
dallas	דאלאס
dalmat	דאלמאט
dalmatia	דאלמיישא
dalnet	דאלנט
dalton	דאלטון
dam	דאם
damanakis	דאמאנאקיס
damarcus	דאמארקוס
damas	דאמאס
damien	דאמיאן
damir	דמיר
damjanovic	דאמיאנוביטש
damme	דאם
damon	דאמון
dane	דיין
danes	דיינס
dangda	דאנגדא
dani	דאני
dania	דאניא
daniel	דניאל
daniela	דאניאלא
daniele	דניאל
danielle	דניאל
daniels	דאניילז
danielsen	דאניילסן
danijel	דאנייל
danilo	דאנילו
danna	דאנא
danni	דאני
danny	דאני
danon	דאנון
dante	דאנטה
dany	דאני
danyel	דאניאל
dao	דאו
daoud	דאוד
daouda	דואדא
daoudi	אלדאודי
dar	דאר
dara	דארה
daraa	דרעא
darabont	דאראבונט
darcis	דארסיס
dardenne	דארדין
darijo	דאריו
darine	דארין
dario	דאריו
darius	דאריוס
dariusz	דאריוש
darko	דארקו
darmian	דארמיאן
darom	דארום
daron	דארון
darren	דארין
darui	דארוי
darwish	דרויש
daryl	דאריל
dasayev	דאסאייב
dati	דאטי
datsakorn	דאטסאקורן
daud	דאוד
daudet	דודה
davala	דאואלא
david	דייוויד
davide	דביד
davidka	דאבידקא
davids	דייוידז
davidson	דייבידסן
davies	דייביז
davis	דייויס
davison	דאביסון
davor	דאבור
davydenko	דאווידינקו
dawa	דאוה
dawid	דאויד
dawood	דאוד
dawoud	דאוד
dawson	דוסן
dayton	דייטון
dean	דין
deanna	דיאנא
dearborn	דירבורן
debbah	דיבא
debbas	דבאס
debra	דיברא
deby	דבי
debye	דבי
decane	דיקאן
decius	דקיוס
decker	דיקר
declan	דקלן
dee	די
deedat	דידאט
deem	דים
deen	דין
deena	דינא
defoe	דיפו
degania	דגניה
degas	דיגא
deguerville	דגורביל
deimos	דיימוס
deisenhofer	דאיזנהופר
deisler	דאיסלר
dejan	דיג'אן
dekalim	דקלים
dekel	דקל
dekker	דיקר
del	דיל
delaney	דילייני
delaware	דלאוור
delbruck	דלברוק
dele	דילי
deledda	דילידא
delgado	דלגאדו
delhi	דלהי
delic	דיליטש
delilah	דלאילה
delisle	דילאיל
della	דילא
dellas	דילאס
delmotte	דילמוטי
delphi	דילפי
delvecchio	דלביקיו
demba	דימבא
demerit	דימיריט
demichelis	דימיצ'לאס
demidov	דמידוב
demis	דימיס
dempsey	דמפסי
deng	דינג
denholm	דנהולם
denis	דניס
deniz	דניז
denizli	דניזלי
denktas	דנקטאס
denmark	דנמארק
dennis	דניס
denshawai	דנשואי
denver	דנבר
denzel	דינזל
deodoro	דאודורו
derbent	דירבינט
derby	דרבי
derbyshire	דירבישאיר
derdiyok	דרדיוק
derek	דרק
deripaska	דיריפאסקא
dermot	דירמוט
derrida	דרידא
dervite	דרבייט
derwall	דירואל
desai	דסאי
deschamps	דישאמפ
desi	דסי
desiree	דיזירה
desmond	דיסמונד
dessau	דיסאו
detlev	דיטליב
detroit	דיטרויט
deucalion	דוקאליון
deutsche	דוטש
devall	דיבאל
devendra	דיבינדרא
deveric	דיביריטש
devilder	דיבאילדר
devouard	דיבואר
dewey	דואי
dey	דיי
dhiab	דיאב
dhorasoo	דוראסו
diab	דיאב
diabate	דיאבייט
diablo	דיאבלו
diaby	דיאבי
diamantino	דיאמאנטינו
diamond	דיאמונד
diamoutene	דיאמוטין
diana	דיאנא
diane	דיאן
dianne	דאיאן
diarra	דיארא
dias	דיאס
diatta	דיאטא
diawara	דיאוארא
diaz	דיאז
dib	דיב
diba	דיבא
dica	דיקא
dicaprio	דיקפריו
dichter	דיכטר
dick	דיק
dickinson	דיקינסון
dickov	דיקוב
dickson	דיקסון
diderik	דידריק
didi	דידי
didier	דידייה
diego	דייגו
dien	דין
dieter	דיטר
dietmar	דיטמאר
dietrich	דיטריך
dietz	דיץ
dieudonne	דיודון
diffie	דיפי
digao	דיגאו
dileita	דילייטא
dili	דילי
dimba	דימבא
dimethyl	דימיתיל
dimitar	דימיטאר
dimitris	דימיטריס
dimona	דימונה
dimoschaki	דימושאקי
dina	דינא
dinara	דינארא
dindane	דנדאני
dini	דיני
diniyar	דינייאר
dink	דינק
dino	דינו
dinos	דינוס
diocletian	דאיאקלישן
diogenes	דיוגניז
diomansy	דיומאנסי
dion	דיון
dionysius	דיוניסיוס
dionysus	דיוניסוס
diop	דיופ
dior	דיור
diouf	דיוף
diourbel	דיורביל
dirac	דיראק
dirani	דיראני
dire	דאיר
dirk	דירק
dis	די
discovery	דיסקברי
diskin	דיסקין
dismas	דיסמאס
diss	דיס
dissa	דיסא
diwali	דיואלי
dix	דיקס
dixon	דיקסון
diyarbakr	דיארבקר
djakpa	ג'אפקא
djalma	ג'אלמא
djawadi	ג'אואדי
djebar	ג'באר
djelloul	ג'לול
djian	דג'יאן
djilali	ג'ילאלי
djite	דג'יטי
djokovic	דג'וקוביטש
djorkaeff	דג'ורקאייף
djourou	דג'ורו
djvu	דג'בו
dlouhy	דלוהי
dmitriev	דמיטרייב
dmitriy	דמיטרי
dmitriyev	דמיטרייב
dobias	דוביאס
dobson	דובסון
docherty	דוקירטי
dockx	דוקס
dodi	דודי
dodik	דודיק
dodoma	דודומא
doesburg	דוסבורג
dohan	דוהאן
doherty	דוירטי
dokhi	דוכי
dolby	דולבי
dolce	דולצ'ה
dolinsky	דולינסקי
dolittle	דוליטל
dolmans	דולמאנז
dolmatov	דולמאטוב
dolores	דולוריס
dolph	דולף
dom	דום
domagk	דומאק
domenech	דומיניק
domenico	דומיניקו
domeyko	דומייקו
dominic	דומיניק
dominica	דומיניקא
dominik	דומיניק
dominika	דומיניקא
dominique	דומיניק
domitian	דומיטיאן
domna	דומנא
domoraud	דומורו
don	דון
donadel	דונאדיל
donadoni	דונאדוני
donatello	דונאטילו
donetsk	דונטסק
dong	דונג
donitz	דוניץ
donizetti	דוניזיטי
donner	דונר
donnie	דאני
donovan	דונובאן
donskoy	דונסקוי
doody	דודי
dooley	דולי
doolittle	דוליטל
doom	דום
doppler	דופלר
dora	דורא
dorfner	דורפנר
dori	דורי
doria	דוריא
dorian	דוריאן
dorigo	דוריגו
dorin	דורין
dorinel	דורינל
doris	דוריס
dorji	דורג'י
dorothy	דורותי
dorsin	דורסן
dortmund	דורטמונד
dory	דורי
dossena	דוסינא
dostoyevsky	דוסטויבסקי
dotan	דותן
dotchev	דוצ'ב
douala	דואלא
douglas	דוגלאס
douglass	דוגלאס
douis	דויס
dourif	דוריף
douro	דורו
dov	דוב
downing	דאונינג
doyle	דויל
dozy	דוזי
dr.	דקטור
draco	דראקו
dragan	דראגאן
dragnea	דראגניא
dragonair	דראגונייר
dragoslav	דראגוסלאב
drake	דרייק
dramane	דראמאן
drazan	דראזן
drazen	דראזין
dre	דרי
dreamworks	דרימוורקס
drenthe	דרינטה
dresden	דרסדן
dretar	דריטאר
drew	דרו
drewry	דרורי
drioton	דריוטון
drissa	דריסא
drnovsek	דרנובסיק
drogba	דרוגבא
dror	דרור
drovetti	דרוויטי
drucker	דרוקר
drulovic	דרולוביטש
drummond	דרומונד
druze	דרוז
dryden	דראידן
duberry	דוברי
dublin	דבלין
duchovny	דוכובני
ducommun	דוקומון
dudamel	דודאמיל
dudka	דודקא
dudley	דאדלי
dudu	דודו
duff	דאף
duffy	דאפי
dugarry	דוגארי
dujkovic	דויקוביטש
duke	דוק
dulaim	דוליים
dulbecco	דולביקו
dulce	דולסי
dumbledore	דמבלדור
dumitru	דומיטרו
dunam	דונם
dunbar	דנבאר
duncan	דנקאן
dunn	דאן
dunne	דון
dunstaple	דאנסטאפל
duo	דואו
dupas	דופאס
dupont	דופונט
dupre	דופרי
dupree	דופרי
duraid	דורייד
duran	דוראן
durban	דורבאן
durix	דוריקס
durkheim	דורקהיים
durkovic	דרקוביטש
durrell	דאריל
dusan	דוסאן
duscher	דושיר
dushanbe	דושאנבה
dustin	דאסטין
dutton	דאטן
duvalier	דובאלייה
duvall	דובאל
dvora	דבורה
dvorak	דבורז'אק
dwayne	דויין
dwight	דואיט
dwyane	דואין
dyab	דיאב
dyer	דאיר
dzajic	דזאג'יטש
dzeko	דזיקו
dzhokhar	ג'וחר
dziri	דזירי
dzodzuashvili	דזודזואשבילי
dzurinda	דזורינדא
ealing	אילינג
earhart	אירהארט
ebeid	עבייד
ebla	אבלא
eboli	אבולי
economist	אקונומיסט
ecuador	אקואדור
eddie	אדי
eden	עדן
edie	אדי
edmond	אדמונד
edmonton	אדמונטון
edmund	אדמונד
edo	אידו
edouard	אדוארד
eduard	אדוארד
eduardo	אדוארדו
edubuntu	אדובונטו
edvard	אדבארד
edward	אדוארד
edwards	אדוארדז
edwin	אדוין
eelam	אילאם
efrat	אפרת
ehud	אהוד
eido	עידו
eiffel	איפל
eilat	אילת
eindhoven	אנדהובן
eisner	אייזנר
eitam	איתם
eitan	איתן
ela	אלה
elachi	אלעשי
elazar	אלעזר
elbaradei	אלבראדעי
elbert	אלברט
eldad	אלדד
eleanor	אלאנור
eleftherios	אליפתיריוס
elektra	אלקטרא
elgamal	אלגמל
elghitani	אלגיטאני
elhanan	אלחנן
elia	אליא
eliahu	אליאהו
eliakim	אליקים
elias	אליאס
elijah	אלאיג'ה
elin	אלין
eliot	אליוט
elisabeth	אליזאבת
elissa	אליסא
eliza	אליזא
ellen	אלן
elliot	אליוט
elliott	אליוט
ellison	אליסון
elmaleh	אלמאלח
eloui	עלוי
elrich	אלריטש
elsanhuri	אלסנהורי
elsonbaty	אלסנבאטי
elst	אלסט
elton	אלטון
elvis	אלביס
elyakim	אליקים
elyashiv	אלישיב
elytis	אליטיס
emam	אמאם
emanuel	עמנואל
emanuele	אמאנואל
emar	אימאר
embraer	אמבראיר
emden	אמדן
emerson	אמרסון
emilio	אמיליו
emily	אמילי
eminem	אימינם
emma	אימא
emmanuel	עמנואל
emmy	אמי
emo	אימו
empoli	אמפולי
enayati	ענאיאטי
endemol	אנדמול
enfield	אנפילד
england	אנגלאנד
english	אינגליש
enkhbayar	אנכבאיאר
ennio	אניו
enos	אינוס
enric	אנריק
enrico	אנריקו
entebbe	אנטבה
enzo	אנזו
epaminondas	איפאמינונדאס
ephraim	אפרים
epstein	אפסטין
erbati	ארבאטי
