กงต์, โอกูสต์	comte, auguste
คอตส์	kautz
คอตเทจ	cottage
คอตแมน, จอห์น เซลล์	cotman, john sell
คอท	koth
คอน	kohn
คอนกรีต	concrete
คอนกรีฟ	congreve
คอนคอยด์	conchoid
คอนซอร์ต	consort
คอนซีเควนต์	consequent
คอนซูเมอร์	consumer
คอนญัก	cognac
คอนดริโอโซม	chondriosome
คอนดอม	condom
คอนดักชัน	conduction
คอนดักเตอร์	conductor
คอนดายล์	condyle
คอนดิชันเนอร์	conditioner
คอนตราออคเตฟ	contra octave
คอนทรารี	contraries
คอนทราสต์	contrast
คอนทราแวเรียนต์	contravariant
คอนทัก	kontak
คอนทัวร์	contour
คอนทิเนนทัลเบรกฟาสต์	continental breakfast
คอนนอลลี	connolly
คอนนิฟฟ์, เรย์	conniff, ray
คอนฟลิกต์	conflict
คอนฟิกเกอร์	configure
คอนราด	conrad
คอนราด, โจเซฟ	conrad, joseph
คอนวีเนียนซ์ฟูด	convenience food
คอนสเตเบิล	constable
คอนสเตเบิล, จอห์น	constable, john
คอนสแตนซ์	constance
คอนสแตนติน	constantine
คอนสแตนติโนเปิล	constantinople
คอนูลาริด	conularid
คอนเชียนซ์	conscience
คอนเซนเทรด	concentrate
คอนเซปต์	concept
คอนเดนซ์	condense
คอนเดนสด์มิลก์	condensed milk
คอนเดนเซอร์	condenser
คอนเทนต์	content
คอนเทนเนอร์	container
คอนเทมพอรารี	contemporary
คอนเทสซา	contessa
คอนเทสต์	contest
คอนเนตทิคัต	connecticut
คอนเนลล่า	cannella
คอนเนลล์	connell
คอนเนอรส์, จิมมี	conners, jimmy
คอนเนอร์	connor
คอนเนอร์, บรูซ	conner, bruce
คอนเฟอร์	confer
คอนเฟอเรนซ์	conference
คอนเริด	konrad
คอนเวกซ์	convex
คอนเวอร์เตอร์	converter
คอนเวิร์ต	convert
คอนเวิร์ส	converse
คอนเสิร์ต	concert
คอนแทกต์เลนส์	contact lens
คอนแทร็กไทล์	contractile
คอนแวนต์	convent
คอนโซล	console
คอนโดมิเนียม	condominium
คอนโดรไดต์	chondrodite
คอนโตส	kontos
คอนโทรล	control
คอนโทรลพาเนล	control panel
คอนไดรต์	chondrite
คอบบิง	cobbing
คอบเดน	cobden
คอบเบลอร์	cobbler
คอบเบิ้น	cobban
คอป	kopje
คอปต์	coptic
คอปพาร์ด	coppard
คอปฟ์	kopf
คอปเปอรัส	copperas
คอปเปอร์	copper
คอฟฟิน	coffin
คอฟฟิลด์	coffield
คอฟฟีชอป	coffee shop
คอฟฟีเบรก	coffee break
คอฟฟี่	coffey
คอฟฟี่เมต	coffee mate
คอฟฟ์เมินน์	kauffmann
คอฟเฟอร์	kauffer
คอฟเมิน	kaufman
คอฟเมินน์	kaufmann
คอฟเมิ่น	kauffman
คอฟโน	kovno
คอมซัลเทชัน	consultation
คอมป์	comp
คอมป์ตัน	compton
คอมพลิเมนต์	compliment
คอมพลีต	complete
คอมพาเนียน	companion
คอมพิวเตอร์กราฟิกส์	computer graphics
คอมพิวเตอร์เน็ตเวิร์ก	computer network
คอมพิเทชัน	competition
คอมฟอร์ต	comfort
คอมมอนเซนส์	common sense
คอมมอนเรล	common rail
คอมมอนเวลท์	commonwealth
คอมมานด์	command
คอมมานเดอร์	commander
คอมมานโด	commando
คอมมิวนิสต์	communist
คอมมิวนิสม์	communism
คอมมิวนิเคชัน	communication
คอมมิวเทเตอร์	commutator
คอมมิสชัน	commission
คอมมูน	commune
คอมสต็อก	comstock
คอมอิน	comyn
คอมิก	comic
คอมี่	comey
คอมเดน, เบตตี	comden, betty
คอมเพจ	compage
คอมเพรสเซอร์	compressor
คอมเพลกซ์	complex
คอมเพานด์	compound
คอมเฟิร์ต	comfort
คอมเมนต์	comment
คอมเมอเนอร์	commoner
คอมเมิน	common
คอมเมิร์ช	commerce
คอมแบต	combat
คอมแพกต์ดิสก์	compact disc
คอมแพ็กต์	compact
คอมโป้	compo
คอมโพไซต์	composite
คอมไพล์	compile
คอมไพเลอร์	compiler
คอมไพเลอร์-คอมไพเลอร์	compiler-compiler
คอย	caughey
คอยต์	coit
คอยร่า	coira
คอยล์	coil
คอยเนอร์	coiner
คอยเปอร์	keuper
คอรอลเลียน	corallian
คอรันดัม	corundum
คอรัล	coral
คอรัส	chorus
คอริออน	chorion
คอริออลิส	coriolis
คอร์ก	cork
คอร์กสกรูว์	corkscrew
คอร์ซิกา	corsica
คอร์ซีพีไอ	core cpi
คอร์ด	chord
คอร์ดาตา	chordata
คอร์ด้า	korda
คอร์ต	kort
คอร์ท	korth
คอร์น	corn
คอร์นค้อกเกิล	corn cockel
คอร์นฟลาวเวอร์	corn flower
คอร์นมีล	cornmeal
คอร์นสลัด	corn salad
คอร์นสเปอรี่	corn spurrey
คอร์นออยล์	corn oil
คอร์นิซ	cornice
คอร์นเบิร์ก	kornberg
คอร์นเฟลก	cornflake
คอร์นเฟลกส์	cornflakes
คอร์นเฟลด์	kornfeld
คอร์นแบรช	cornbrash
คอร์นโกลด์	korngold
คอร์นไซรัป	corn syrup
คอร์ป	korp
คอร์ปัส	corpus
คอร์ฟู	corfu
คอร์ยเบลิ่ม	kornblum
คอร์รัปชัน	corruption
คอร์รี	corrie
คอร์ลี่	chorley
คอร์ส	course
คอร์สแวร์	courseware
คอร์เกิ่น	korgen
คอร์เซต	corset
คอร์เดต	chordate
คอร์เดียไรต์	cordierite
คอร์เทกซ์	cortex
คอร์เทิน	korten
คอร์เนต	cornet
คอร์เนลล์	cornell
คอร์เนลีอุส	cornelius
คอร์เนอร์	koerner
คอร์เบอร์	koerber
คอร์เพอเรชัน	corporation
คอร์เมิน	korman
คอร์เรกต์	correct
คอร์เรนเต	corrente
คอล	kall
คอลคอซ	kolkhoz
คอลด์เวลล์	caldwell
คอลฟิลด์	caulfield
คอลลอยด์	colloid
คอลลาร์	collar
คอลลาเจน	collagen
คอลลิงวูด	collingwood
คอลลิงส์	collings
คอลลิต	collett
คอลลิน	collin
คอลลินจ์	collinge
คอลลินซัน, เจมส์	collinson, james
คอลลินส์	collins
คอลลินส์, ฟิล	collins,. phil
คอลลินส์, วิลกี	collins, wilkie
คอลลิสตา	callista
คอลลิสเตอร์	callister
คอลลิเกทิฟ	colligative
คอลลีน	colleen
คอลลีย์	colley
คอลลีเออร์	collyer
คอลลีแกน	colligan
คอลลี่	collie
คอลล์	call
คอลวินส์	colvins
คอลวิล	colville
คอลส์วิตส์	clausewitz
คอลัมนิสต์	columnist
คอลัมน์	column
คอลิน	colin
คอลินสัน	collinson
คอลิวเมลลา	columella
คอลิเฟลาว์เออร์	cauliflower
คอลีย์	cauley
คอลเกิร์ล	call girl
คอลเซ็นเตอร์	call center
คอลเดอร์, อะเล็กซานเดอร์	calder, alexander
คอลเดอร์ฮอลล์	calder
คอลเดอเริน	calderon
คอลเรงคิมา	chlorenchyma
คอลเลกชัน	collection
คอลเลงคิมา	collenchyma
คอลเลจ	collage
คอลเลอร์	coller
คอลเลิน	kallen
คอลเลิร์ด	collard
คอลเลิ่ม	collum
คอลเล็กเตอร์	collector
คอลแบรต์	colbert
คอว์	caw
คอส	koss
คอสคีเนิ่น	koskinen
คอสซี่ย์	causey
คอสตาริกา	costarica
คอสติก	caustic
คอสติกโซดา	caustic soda
คอสต์	kost
คอสมิก	cosmic
คอสลีย์	causley
คอสเกรฟ	cosgrave
คอสเตอร์	koster
คอสเทลโล	costello
คอสเทลโล, เอลวิส	costello, elvis
คอสเมติกส์	cosmetics
คอสแซค	cossack
คอฮู	cohu
คอเคซอยด์	caucasoid
คอเคซัส	caucasus
คอเคลีย	cochlea
คอเซอร์	causer
คอเดอร์	kauder
คอเดิล	caudle
คอเบอเลอร์	kibler
คอเปล	capell
คอเมนส์	kamens
คอเมอรี่	comrie
คอเมอร์	calmer
คอเริ่น	koren
คอเลอริมิเตอร์	colorimeter
คอเลอร์	kollar
คอเลิ่ม	colomb
คอโมโรส	comoros
คอโรนอยด์	coronoid
คอโรนา	corona
คะบุกิ	kabuki
คะปิลลาร์	capillar
คะยัค	kayak
คะแนรี	canaries
คัก	kuck
คักส์	kux
คักเคอร์	kucher
คักเคอเลอร์	kuchler
คังเคิล	kunkel
คัช	kusch
คัชเชอทอรี่	cacciatore
คัชเนอร์	kushner
คัซเซนส์, อะเล็กซานเดอร์	cozens, alexander
คัดโลว์	kudlow
คัต	cut
คัตชา	caccia
คัตชู	court shoe
คัตทิ่ง	cutting
คัตส์	cutts
คัตเตอร์	cutter
