ABASHIRI	網走
MUNEKI	宗樹
MUNEKIYO	宗清
MUNENORI	宗典
MUNEO	宗夫
MUNESHI	宗司
MUNETA	宗田
MUNETADA	宗忠
MUNETAKA	宗孝
MUNETOSHI	宗利
MUNETSUGU	宗嗣
MUNEYOSHI	宗吉
MUNEYUKI	宗之
MURA	村
MURABAYASHI	村林
MURAGISHI	村岸
MURAGUCHI	村口
MURAHASHI	村橋
MURAI	村井
MURAISHI	村石
MURAKAMI	村上
MURAKATA	村形
MURAKAWA	村川
MURAKI	村木
MURAKOSHI	村越
MURAMATSU	村松
MURAMOTO	村元
MURANAKA	村中
MURANISHI	村西
MURANO	村野
MURANUSHI	村主
MURAO	村尾
MURAOKA	村岡
MURASAKI	村崎
MURASAWA	村沢
MURASE	村瀬
MURASHIMA	村島
MURASUGI	村杉
MURATA	村田
MURATANI	村谷
MURAYAMA	村山
MURO	室
MUROBUSE	室伏
MUROBUSHI	室伏
MUROGA	室賀
MUROHASHI	室橋
MUROI	室井
MUROKA	室岡
MUROKAWA	室川
MUROKOSHI	室越
MUROMACHI	室町
MURORAN	室蘭
MUROTA	室田
MUROTANI	室谷
MUROTO	室戸
MUROYA	室屋
MUSASHI	武蔵
MUSASHIMURAYAMA	武蔵村山
MUSASHINO	武蔵野
MUTA	牟田
MUTO	武藤
MUTSU	睦
MUTSUHIKO	睦彦
MUTSUKI	睦月
MUTSUKO	睦子
MUTSUMI	睦
MUTSUO	六夫
MUTSUYO	睦代
MUTSUZAWA	睦沢
MYOE	明絵
MYOGI	妙義
MYOKOKOGEN	妙高高原
NABARI	名張
NABATA	名畑
NABATAME	生田目
NABEKURA	鍋倉
NABESHIMA	鍋島
NABETA	鍋田
NABETANI	鍋谷
NABEYA	鍋谷
NADA	名田
NADACHI	名立
NAE	奈恵
NAEKO	奈恵子
NAEMURA	苗村
NAGABE	長部
NAGAE	永江
NAGAFUCHI	永淵
NAGAFUJI	永藤
NAGAHAMA	永浜
NAGAHARA	永原
NAGAHARU	長春
NAGAHASHI	長橋
NAGAHATA	長畑
NAGAHORI	永堀
NAGAI	永井
NAGAIKE	永池
NAGAISHI	永石
NAGAKAWA	永川
NAGAKI	永木
NAGAKO	永子
NAGAKUBO	永久保
NAGAKURA	永倉
NAGAMASA	永芳
NAGAMATSU	永松
NAGAMI	永見
NAGAMINE	永峯
NAGAMORI	永森
NAGAMOTO	永本
NAGAMURA	永村
NAGANAWA	長縄
NAGANE	長根
NAGANO	永野
NAGANOHARA	長野原
NAGANUMA	永沼
NAGAO	永夫
NAGAOKA	永岡
NAGAOKAKYO	長岡京
NAGAOSA	永長
NAGARA	長柄
NAGAREYAMA	流山
NAGASAKA	永坂
NAGASAKI	長崎
NAGASAKU	永作
NAGASAWA	永沢
NAGASE	永瀬
NAGASHIMA	永島
NAGASHIO	長塩
NAGASU	長洲
NAGATA	永田
NAGATAKE	長竹
NAGATANI	永谷
NAGATO	永戸
NAGATOMI	永冨
NAGATOMO	永友
NAGATORO	長瀞
NAGATOSHI	永敏
NAGATSU	長津
NAGATSUKA	永塚
NAGATSUMA	永妻
NAGAURA	永浦
NAGAWA	名川
NAGAYA	永谷
NAGAYAMA	永山
NAGAYOSHI	永吉
NAGAYUKI	長之
NAGISA	汀
NAGISO	南木曽
NAGO	名護
NAGOSHI	名越
NAGOYA	名児耶
NAGUMO	南雲
NAHA	那覇
NAHO	奈保
NAHOKO	奈保子
NAHOMI	名保美
NAIKI	内木
NAITO	内藤
NAJIMA	名島
NAKA	中
NAKABAYASHI	中林
NAKABE	中部
NAKABORI	中堀
NAKACHI	中地
NAKADA	中田
NAKADAI	中代
NAKADATE	中楯
NAKADE	中出
NAKADO	中堂
NAKAE	中江
NAKAGAKI	中垣
NAKAGAMI	中上
NAKAGAWA	中川
NAKAGAWARA	中川原
NAKAGIRI	中桐
NAKAGOSHI	中越
NAKAGUCHI	中口
NAKAGUKI	中茎
NAKAGYO	中京
NAKAHACHI	中鉢
NAKAHAMA	中浜
NAKAHARA	中原
NAKAHASHI	中橋
NAKAHATA	中畑
NAKAHIGASHI	中東
NAKAHIRA	中平
NAKAI	中井
NAKAIE	中家
NAKAIGAWA	中井川
NAKAIZUMI	中泉
NAKAJI	中路
NAKAJIMA	中島
NAKAJO	中条
NAKAKI	中木
NAKAKITA	中北
NAKAKO	仲子
NAKAKOJI	中小路
NAKAKOSHI	中越
NAKAKUCHI	中口
NAKAKUKI	中久喜
NAKAKURA	中倉
NAKAMA	中間
NAKAMACHI	中町
NAKAMAE	中前
NAKAMAKI	中牧
NAKAMARU	中丸
NAKAMATA	中俣
NAKAMATSU	中松
NAKAMICHI	中路
NAKAMIGAWA	中三川
NAKAMINATO	那珂湊
NAKAMIYA	中宮
NAKAMIZO	中溝
NAKAMORI	中森
NAKAMOTO	中元
NAKAMURA	中村
NAKANE	中根
NAKANIIDA	中新田
NAKANISHI	中西
NAKANIWA	中庭
NAKANO	中野
NAKANOJO	中之条
NAKANOSHIMA	中之島
NAKAO	中尾
NAKAOKA	中岡
NAKASA	仲佐
NAKASAKI	中崎
NAKASATO	中里
NAKASE	中瀬
NAKASEKO	中世古
NAKASEN	中仙
NAKASHIMA	中嶋
NAKASHIRO	中城
NAKASHITA	中下
NAKASHIZU	中静
NAKASONE	中曽根
NAKASONO	中園
NAKASU	中須
NAKASUGI	中杉
NAKASUJI	中筋
NAKATANI	中谷
NAKATO	中東
NAKATOMI	中冨
NAKATSU	中津
NAKATSUBO	中坪
NAKATSUGAWA	中津川
NAKATSUKA	中塚
NAKATSUKASA	中務
NAKATSURU	中津留
NAKATSUYAMA	中津山
NAKAUCHI	中内
NAKAYA	中家
NAKAYAMA	中山
NAKAYASU	中安
NAKAZA	仲佐
NAKAZATO	中里
NAKAZAWA	中沢
NAKAZO	仲三
NAKAZONE	仲宗根
NAKUI	名久井
NAKURA	名倉
NAMAE	生江
NAMAI	生井
NAMAISAWA	生井沢
NAMATAME	生田目
NAMEGATA	行方
NAMEGAWA	滑川
NAMEKATA	行方
NAMEKAWA	滑川
NAMEKI	行木
NAMERIKAWA	滑川
NAMI	名美
NAMIE	奈美恵
NAMIHIKO	南海彦
NAMIKATA	波形
NAMIKAWA	並川
NAMIKI	並木
NAMIKO	凡子
NAMIMA	浪間
NAMIOKA	浪岡
NAMURA	名村
NAN	男
NAN'YA	南谷
NANA	名奈
NANAE	七恵
NANAKO	七子
NANAMI	七海
NANAO	七夫
NANASAWA	七沢
NANASE	七瀬
NANATSUKA	七塚
NANAUMI	七海
NANBA	南場
NANBARA	南原
NANBATA	南畑
NANBO	南保
NANBU	南部
NANGO	南郷
NANIWA	浪速
NANKOKU	南国
NANNO	南野
NANOKO	菜子
NANRI	南里
NAO	奈保
NAOAKI	尚明
NAOATSU	直温
NAOE	尚恵
NAOETSU	直江津
NAOFUMI	尚史
NAOHARU	尚治
NAOHEI	直平
NAOHIDE	直秀
NAOHIKO	尚彦
NAOHIRO	尚博
NAOHISA	尚久
NAOHITO	尚人
NAOI	直井
NAOICHI	尚一
NAOIRI	直入
NAOJI	直二
NAOJIRO	直二郎
NAOKATSU	直克
NAOKAZU	尚一
NAOKI	尚喜
NAOKICHI	直吉
NAOKO	奈保子
NAOMASA	直昌
NAOMI	名保美
NAOMICHI	直道
NAOMITSU	直光
NAOSAKU	直作
NAOSHI	尚史
NAOSHIGE	尚茂
NAOSUKE	直介
NAOTA	尚太
NAOTAKA	尚孝
NAOTAKE	尚剛
NAOTO	尚人
NAOTOKI	尚時
NAOTOMO	直友
NAOTOSHI	尚俊
NAOTSUGU	直嗣
NAOYA	尚也
NAOYOSHI	直由
NAOYUKI	尚之
NARA	奈良
NARABE	奈良部
NARAHA	楢葉
NARAHARA	奈良原
NARAHASHI	奈良橋
NARAI	奈良井
NARAKI	楢木
NARAOKA	奈良岡
NARASAKI	奈良崎
NARASHINO	習志野
NARAZAKI	楢崎
NARIAKI	成明
NARIHISA	成久
NARIKO	形子
NARIMI	也実
NARINOBU	成信
NARINORI	成典
NARIO	成夫
NARITA	成田
NARITOMI	成冨
NARIYO	成世
NARIYUKI	成之
NARUAKI	成明
NARUDOMI	成富
NARUGE	成毛
NARUHIKO	成彦
NARUI	成井
NARUKAWA	成川
NARUKE	成毛
NARUKIYO	成清
NARUKO	成子
NARUKUNI	愛邦
NARUMATSU	成松
NARUMI	成実
NARUMIYA	成宮
NARUO	成尾
NARUOKA	成岡
NARUSAWA	成沢
NARUSE	成瀬
NARUSHIMA	成島
NARUTO	成東
NARUTOSHI	成敏
NARUTSUKA	成塚
NARUYAMA	成山
NASHIMOTO	梨本
NASU	奈須
NASUNO	奈須野
NATORI	名取
NATSU	夏
NATSUE	夏恵
NATSUHIKO	夏彦
NATSUI	夏井
NATSUKAWA	夏川
NATSUKI	夏喜
NATSUKO	名津子
NATSUME	夏目
NATSUMI	夏実
NATSUO	七津男
NATSUYAMA	夏山
NATSUYO	夏代
NAWA	名和
NAWASHIRO	苗代
NAWATA	縄田
NAYA	納谷
NAYORO	名寄
NAYUKI	名雪
NAZE	名瀬
NAZUKA	名塚
NEAGARI	根上
NEDA	根田
NEDACHI	根立
NEDATE	根立
NEGAMI	根上
NEGI	根木
NEGISHI	根岸
NEGORO	根来
NEHASHI	根橋
NEISHI	根石
NEMOTO	根元
NEMURA	根村
NEMURO	根室
NENOKICHI	子之吉
NERIMA	練馬
NEYAGAWA	寝屋川
NEZU	根津
NIBE	仁部
NIDA	仁田
NIEDA	贄田
NIGORIKAWA	濁川
NIHEI	二瓶
NIHIRA	仁平
NIHON'YANAGI	二本柳
NIHONMATSU	二本松
NII	丹生
NIIBE	新部
NIIBORI	新堀
NIIDA	仁井田
NIIDE	新出
NIIGAKI	新垣
NIIGATA	新潟
NIIHAMA	新居浜
NIIHARA	新原
NIII	新居
NIIJIMA	新島
NIIKI	新城
NIIKUNI	新国
NIIKURA	新倉
NIIMI	新実
NIIMIYA	新宮
NIIMOTO	新本
NIIMURA	新村
NIINA	新名
NIINO	新納
NIINUMA	新沼
NIIOKA	新岡
NIISATO	新里
NIISEKI	新関
NIITSU	新津
NIIYA	新家
NIIYAMA	新山
NIIZA	新座
NIIZAWA	新沢
NIIZEKI	新関
NIIZUMA	新妻
NIJIKO	虹子
NIJO	二丈
NIKAHO	仁賀保
NIKAIDO	二階堂
NIKAMI	二上
NIKI	二木
NIKKO	日光
NIMURA	二村
NINAGAWA	蜷川
NINOHE	二戸
NINOMIYA	二宮
NIRASAKI	韮崎
NIRASAWA	韮沢
NIREI	楡井
NISABURO	仁三郎
NISHI	西
NISHIAIZU	西会津
NISHIBAYASHI	西林
NISHIBE	西部
NISHIBORI	西堀
NISHIDA	西田
NISHIDATE	西舘
NISHIDE	西出
NISHIE	西江
NISHIFUJI	西藤
NISHIGAI	西貝
NISHIGAKI	西垣
NISHIGAMI	西上
NISHIGATA	西潟
NISHIGORI	西郡
NISHIGOSHI	西合志
NISHIGUCHI	西口
NISHIHAMA	西浜
NISHIHARA	西原
NISHIHASHI	西橋
NISHIHATA	西畑
NISHIHIRA	西平
NISHII	西井
NISHIJIMA	西島
NISHIKATA	西形
NISHIKAWA	西川
NISHIKI	西木
NISHIKIORI	錦織
NISHIKUBO	西久保
NISHIKURA	西倉
NISHIKYO	西京
NISHIMAE	西前
NISHIMAKI	西巻
NISHIMATSU	西松
NISHIME	西目
NISHIMIYA	西宮
NISHIMORI	西森
NISHIMOTO	西元
NISHIMURA	西村
NISHIMURO	西室
NISHIMUTA	西牟田
NISHINA	仁科
NISHINAKA	西中
NISHINARI	西成
NISHINASUNO	西那須野
NISHINO	西野
NISHINOMIYA	西宮
NISHINOMOTE	西之表
NISHIO	西尾
NISHIOKA	西岡
NISHISAKA	西坂
NISHISENBOKU	西仙北
NISHISHITA	西下
NISHITANI	西谷
NISHITOKYO	西東京
NISHIUCHI	西内
NISHIUE	西上
NISHIUMI	西海
NISHIURA	西浦
NISHIWAKI	西脇
NISHIYAMA	西山
NISHIYODOGAWA	西淀川
NISHIZAKA	西坂
NISHIZAKI	西崎
NISHIZAWA	西沢
NISHIZONO	西園
NISHIZUKA	西塚
NISSHIN	日進
NITA	仁田
NITO	仁藤
NITOBE	二藤部
NITORI	似鳥
NITTA	新田
NIU	丹生
NIWA	丹羽
NIWANO	庭野
NIWATA	庭田
NIWAYAMA	庭山
NO	能生
NOBATA	野畑
NOBE	野辺
NOBEO	延夫
NOBEOKA	延岡
NOBEYUKI	延之
NOBORI	登
NOBORIBETSU	登別
NOBORU	徳
NOBU	信
NOBUAKI	伸明
NOBUE	伸恵
NOBUHARA	信原
NOBUHARU	伸晴
NOBUHIDE	信秀
NOBUHIKO	伸彦
NOBUHIRO	亘宏
NOBUHISA	伸久
NOBUHITO	信人
NOBUJI	信次
NOBUKATSU	信勝
NOBUKAWA	信川
NOBUKAZU	伸和
NOBUKI	信樹
NOBUKICHI	信吉
NOBUKO	伸子
NOBUMASA	伸政
NOBUMITSU	伸光
NOBUNAGA	信長
NOBUNARI	伸成
NOBUO	伸夫
NOBURU	暢
NOBUSAWA	信沢
NOBUSHIGE	信繁
NOBUSUKE	信介
NOBUTA	信太
NOBUTADA	信忠
NOBUTAKA	伸孝
NOBUTO	信人
NOBUTOSHI	伸俊
NOBUTSUGU	信次
NOBUYA	伸也
NOBUYAMA	延山
NOBUYASU	伸康
NOBUYO	伸代
NOBUYOSHI	伸佳
NOBUYUKI	亘行
NOCHI	野内
NODA	野田
NODE	野手
NODERA	野寺
NODOMI	納富
NOGAMI	野上
NOGARIYA	野苅家
NOGATA	直方
NOGAWA	野川
NOGI	野木
NOGUCHI	野口
NOHAGI	野萩
NOHARA	野原
NOHATA	野畑
NOHEJI	野辺地
NOHIRA	野平
NOIKE	野池
NOJI	野地
NOJIMA	野島
NOJIRI	野尻
NOMA	野間
NOMAGUCHI	野間口
NOMI	能美
NOMICHI	野路
NOMIYA	野宮
NOMIYAMA	野見山
NOMIZO	野溝
NOMIZU	野水
NOMO	野茂
NOMOTO	野元
NOMURA	能村
NONAKA	野中
NONAMI	野波
NORIAKI	典明
NORIE	典利江
NORIFUMI	徳文
NORIHIDE	憲秀
NORIHIKO	典彦
NORIHIRO	典宏
NORIHISA	典久
NORIHITO	典仁
NORIKAZU	典一
NORIKO	乃梨子
NORIMASA	則政
NORIMATSU	乗松
NORIMI	紀美
NORIMICHI	徳道
NORIMITSU	宣光
NORIMOTO	紀元
NORIO	典夫
NORIOKI	紀興
NORISHIGE	則茂
NORISUKE	徳介
NORITA	乗田
NORITAKA	典隆
NORITAKE	則武
NORITOSHI	典利
NORITSUGU	憲嗣
NORIYO	典代
NORIYOSHI	典義
NORIYUKI	典之
NORIZUMI	典住
NORO	野呂
NOROSE	野呂瀬
NOSAKA	野坂
NOSE	能勢
NOSHI	熨斗
NOSHIRO	能代
NOSHITA	野下
NOTANI	納谷
NOTO	能登
NOTOJIMA	能登島
NOTOMI	納冨
NOTOYA	能登谷
NOTSU	野津
NOTSUHARU	野津原
NOYA	納谷
NOYAMA	野山
NOYORI	野依
NOZAKA	野坂
NOZAKI	野崎
NOZAWA	能沢
NOZOE	野添
NOZOMI	希
NOZOMU	望
NOZU	野津
NOZUE	野末
NUKADA	額田
NUKAGA	額賀
NUKAYA	糠谷
NUKUI	温井
NUMA	沼
NUMABE	沼部
NUMAGAMI	沼上
NUMAGUCHI	沼口
NUMAJIRI	沼尻
NUMAKURA	沼倉
NUMANO	沼野
NUMAO	沼尾
NUMASAKI	沼崎
NUMASAWA	沼沢
NUMATA	沼田
NUMAZAKI	沼崎
NUMAZU	沼津
NUNOKAWA	布川
NUNOME	布目
NUNOMURA	布村
NUNOTA	布田
NUNOTANI	布谷
NYUZEN	入善
O	王
OAKU	大阿久
OAMI	大網
OAMISHIRASATO	大網白里
OANA	小穴
OARAI	大洗
OASHI	大芦
OBA	大場
OBAMA	小浜
OBANA	小花
OBANAZAWA	尾花沢
OBARA	小原
OBARI	小張
OBATA	小幡
OBAYASHI	大林
OBI	小尾
OBIHIRO	帯広
OBINATA	大日向
OBOKATA	小保方
OBU	大府
OBUCHI	大渕
OBUSE	小布施
OCHI	大地
OCHIAI	落合
ODA	大田
ODAGAKI	小田垣
ODAGAWA	小田川
ODAGI	小田木
ODAGIRI	小田切
ODAGURA	小田倉
ODAJIMA	小田島
ODAKA	小高
ODAKE	小竹
ODAKURA	小田倉
ODANAKA	小田中
ODANO	小田野
ODATE	大舘
ODAWARA	小田原
ODAYAMA	小田山
ODE	大出
ODERA	大寺
OE	大江
OEDA	大枝
OFUCHI	大淵
OFUJI	大藤
OFUNATO	大船渡
OFUSA	大房
OGA	大賀
OGACHI	大勝
OGAKI	大垣
OGAMI	大上
OGANE	大鐘
OGANO	小鹿野
OGASAWARA	小笠原
OGASHIWA	小柏
OGATA	大潟
OGAWA	小川
OGAWARA	大河原
OGI	小城
OGIKUBO	荻久保
OGIMURA	荻村
OGINO	荻野
OGINOME	荻野目
OGISHIMA	荻島
OGISO	小木曽
OGITA	荻田
OGITANI	扇谷
OGIWARA	荻原
OGIYA	扇谷
OGIYAMA	荻山
OGO	大胡
OGOE	大越
OGORI	小郡
OGOSE	生越
OGOSHI	小越
OGUCHI	大口
OGUMA	小熊
OGUNI	小国
OGURA	小倉
OGURI	小栗
OGURO	大黒
OGUSHI	大串
OGUSU	小楠
OHAMA	大浜
OHARA	大原
OHASAMA	大迫
OHASHI	大橋
OHATA	大畑
OHIGASHI	大東
OHINATA	大日向
OHIRA	大平
OHORI	大堀
OHOSHI	大星
OI	大井
OIBE	及部
OIDA	種田
OIE	大家
OIGAWA	大井川
OIIDE	生出
OIKAWA	及川
OIKE	大池
OINUMA	生沼
OISHI	大石
OISHIDA	大石田
OISO	大磯
OITA	大分
OIWA	大岩
OIWAKE	追分
OIZUMI	大泉
OJIMA	小島
OJIYA	小千谷
OKA	岡
OKABAYASHI	岡林
OKABE	岡部
OKACHI	岡地
OKADA	岡田
OKADO	大門
OKAGAKI	岡垣
OKAHARA	岡原
OKAHASHI	岡橋
OKAI	岡井
OKAJIMA	岡島
OKAKURA	岡倉
OKAMATSU	岡松
OKAMOTO	岡元
OKAMURA	岡村
OKANDA	大神田
OKANE	大金
OKANIWA	岡庭
OKANO	岡野
OKASAKA	岡坂
OKATANI	岡谷
OKATO	岡戸
OKAUCHI	岡内
OKAUE	岡上
OKAWA	大川
OKAWARA	大川原
OKAWAUCHI	大川内
OKAYA	岡谷
OKAYAMA	岡山
OKAYASU	岡安
OKAZAKI	岡崎
OKAZAWA	岡沢
OKEDA	桶田
OKEGAWA	桶川
OKETA	桶田
OKETANI	桶谷
OKEYA	桶谷
OKI	大木
OKIGORO	沖五郎
OKIHARA	沖原
OKIMOTO	沖本
OKIMURA	沖村
OKINAKA	沖中
OKINAWA	沖縄
OKINO	沖野
OKITA	大北
OKITO	興人
OKITSU	沖津
OKIYAMA	沖山
OKO	大古
OKOCHI	大河内
OKOGOHIGASHI	小古郷東
OKONOGI	小此木
OKOSHI	大越
OKU	奥
OKUAKI	奥秋
OKUBAYASHI	奥林
OKUBO	大久保
OKUCHI	大口
OKUDA	奥田
OKUDAIRA	奥平
OKUDE	奥出
OKUDERA	奥寺
OKUDO	奥渡
OKUHARA	奥原
OKUI	奥井
OKUIDE	奥出
OKUIZUMI	奥泉
OKUKAWA	奥川
OKUMA	大熊
OKUMOTO	奥本
OKUMURA	奥村
OKUNAKA	奥中
OKUNI	大国
OKUNISHI	奥西
OKUNO	奥野
OKUNUKI	奥貫
OKURA	大倉
OKURI	大栗
OKURO	大黒
OKUSA	大草
OKUSAWA	奥沢
OKUSE	奥瀬
OKUSHI	大串
OKUSHIMA	奥島
OKUSUMI	奥住
OKUTAMA	奥多摩
OKUTANI	奥谷
OKUTOMI	奥冨
OKUTSU	奥津
OKUWAKI	奥脇
OKUYAMA	奥山
OKUZUMI	奥住
OMA	大間
OMACHI	大町
OMAE	大前
OMAGARI	大曲
OMAMA	大間々
OMAMIUDA	大豆生田
OMARU	大丸
OMATA	小俣
OMATSU	大松
OME	青梅
OMI	大見
OMICHI	大道
OMIGAWA	小見川
OMIHACHIMAN	近江八幡
OMINAMI	大南
OMINATO	大湊
OMINE	大峯
OMINO	小美濃
OMIYA	大宮
OMIZO	大溝
OMOKAWA	面川
OMOMO	大桃
OMON	大門
OMONOGAWA	雄物川
OMORI	大森
OMOTE	表
OMOTO	大元
OMUKAI	大向
OMURA	大村
OMURO	大室
OMUTA	大牟田
ONA	小名
ONAI	小内
ONAKA	大中
ONCHI	恩地
ONDA	恩田
ONEDA	大根田
ONETA	大根田
ONIKI	鬼木
ONISAWA	鬼沢
ONISHI	大西
ONITSUKA	鬼塚
ONIZUKA	鬼塚
ONJUKU	御宿
ONO	多
ONODA	小野田
ONODERA	小野寺
ONOE	尾上
ONOGAWA	小野川
ONOGI	大野木
ONOGUCHI	小野口
ONOHARA	小野原
ONOJIMA	小野島
ONOJO	大野城
ONOMICHI	尾道
ONOMURA	小野村
ONOSE	小野瀬
ONOYAMA	小野山
ONOZAKA	小野坂
ONOZAKI	小野崎
ONOZATO	小野里
ONOZAWA	小野沢
ONOZUKA	小野塚
ONUKI	大貫
ONUMA	大沼
OOCHI	大内
OOCHIDA	大内田
OOE	大上
OOKA	大岡
OORA	大浦
OOSA	大長
ORA	邑楽
ORIBE	織部
ORIE	緒利恵
ORIGASA	折笠
ORIHARA	折原
ORIHASHI	折橋
ORII	折井
ORIKASA	折笠
ORIMO	折茂
ORIMOTO	折本
ORISA	織砂
ORITA	折田
ORITO	折戸
ORIYAMA	折山
ORUI	大類
OSA	長
OSABE	刑部
OSADA	長田
OSAFUNE	長船
OSAKA	大坂
OSAKABE	越坂部
OSAKASAYAMA	大阪狭山
OSAKI	大崎
OSAKO	大迫
OSAKU	大作
OSAME	納
OSAMU	一
OSAMURA	長村
OSANAI	小山内
OSANAMI	長南
OSANO	小佐野
OSATO	大里
OSAWA	大沢
OSAWANO	大沢野
OSE	大瀬
OSEKO	大迫
OSHIBA	大柴
OSHIDA	忍田
OSHIGE	大重
OSHIKA	大鹿
OSHIKAWA	押川
OSHIKI	押木
OSHIKIRI	押切
OSHIKUBO	押久保
OSHIMA	大島
OSHIMI	押見
OSHIMIZU	押水
OSHIMOTO	押本
OSHINO	押野
OSHIO	大塩
OSHIRO	大城
OSHITA	大下
OSHITANI	押谷
OSHITARI	忍足
OSHIYAMA	押山
OSONE	大曽根
OSONO	大園
OSOZAWA	遅沢
OSUGA	大菅
OSUGI	大杉
OSUMI	大住
OTA	大田
OTABE	小田部
OTAGAKI	太田垣
OTAHARA	大田原
OTAIRA	大平
OTAKA	大高
OTAKE	大岳
OTAKI	大多喜
OTANI	大谷
OTARU	小樽
OTAWA	大多和
OTAWARA	大田原
OTO	大任
OTOBE	乙部
OTODA	音田
OTOE	乙恵
OTOGURO	乙黒
OTOHATA	乙幡
OTOHIKO	乙彦
OTOKAWA	乙川
OTOKICHI	音吉
OTOKOZAWA	男沢
OTOKU	大徳
OTOMI	大富
OTOMO	大伴
OTONE	大利根
OTORI	大鳥
OTOYO	音世
OTOYOSHI	音義
OTSU	大津
OTSUBE	乙部
OTSUBO	大坪
OTSUHATA	乙幡
OTSUKA	大塚
OTSUKI	大月
OTSUKICHI	乙吉
OWADA	大和田
OWAKI	大脇
OWAKU	大和久
OWANI	大鰐
OWARIASAHI	尾張旭
OWASE	尾鷲
OWASHI	大鷲
OYA	大家
OYABE	小矢部
OYABU	大薮
OYAGI	大八木
OYAIZU	小柳津
OYAKE	小宅
OYAMA	大山
OYAMADA	小山田
OYAMATSU	親松
OYANAGI	大柳
OYANO	大矢野
OYAUCHI	大谷内
OYODO	大淀
OYOSHI	大吉
OYU	大湯
OZAKI	小崎
OZAWA	小沢
OZE	小瀬
OZEKI	大関
OZONE	小曽根
OZONO	大園
OZU	大図
OZUTSUMI	小堤
PU	朴
QIAN	謙
QIANG	強
QIANLI	千里
QIAO	巧
QING	慶
QINGJI	慶吉
QINGWEN	清文
QINGXI	慶喜
QINYI	欽一
QIUYI	秋一
QUAN	拳
QUANSHUI	泉水
RAITA	雷太
RAKUO	楽雄
RAN	乱
RANKO	蘭子
RANZAN	嵐山
REI	令
REIHOKU	苓北
REIICHI	玲一
REIJI	令司
REIJIRO	礼次郎
REIKA	玲佳
REIKO	令子
REIMI	玲美
REINA	令奈
REIRI	玲里
REIZO	礼三
REMI	礼美
REN	仁
REN'ICHI	錬一
RENA	令奈
RENJI	仁吉
RENJIRO	練二郎
RENTARO	廉太郎
RENZABURO	廉三郎
REONA	玲央名
RI	李
RIA	里亜
RICHIKO	利智子
RIE	利恵
RIEKO	利恵子
RIHACHI	利八
RIHEI	利平
RIHO	梨保
RIICHI	利一
RIICHIRO	理一郎
RIKA	利佳
RIKAKO	利佳子
RIKI	力
RIKICHI	利吉
RIKIISHI	力石
RIKIO	力夫
RIKIRO	力郎
RIKIYA	力也
RIKIYO	力世
RIKIZABURO	力三郎
RIKIZO	力三
RIKO	理子
RIKUGAWA	陸川
RIKUKO	陸子
RIKUO	陸夫
RIKUZENTAKATA	陸前高田
RIMI	梨美
RIN	倫
RINA	利奈
RINKO	倫子
RINO	梨乃
RINTARO	倫太郎
RINZO	林造
RIO	梨生
RIOKO	利央子
RISA	利佐
RISABURO	利三郎
RISAKO	利佐子
RISAKU	利作
RISUKE	利助
RITARO	理太郎
RITSUJI	律次
RITSUKO	利津子
RITSUMI	律実
RITSUO	律夫
RITSUTO	律人
RITSUYA	律哉
RITTO	栗東
RIYA	里矢
RIYO	理代
RIYOKO	利代子
RO	朗
ROKUGO	六郷
ROKUNOHE	六戸
ROKUNOSUKE	六之助
ROKURO	六郎
ROKUSABURO	六三郎
ROKUSEI	鹿西
ROKUSUKE	六助
ROKUTARO	録太郎
ROMI	路美
RUI	塁
RUIKO	塁子
RUKA	流花
RUMI	流美
RUMIKO	瑠美子
RUMOI	留萌
RUN	潤
RURI	留里
RURIKO	瑠璃子
RURUKO	瑠縷子
RUTSUKO	路津子
RYO	了
RYOGO	了悟
RYOHEI	亮平
RYOICHI	亮一
RYOICHIRO	良一郎
RYOJI	了二
RYOKA	涼香
RYOKICHI	亮吉
RYOKO	了子
RYONOSUKE	良之助
RYOO	了夫
RYOSAKU	良作
RYOSUKE	了介
RYOTA	亮太
RYOTARO	涼太郎
RYOTSU	両津
RYOYA	良哉
RYOZEN	霊山
RYOZO	良三
RYU	留
RYUGO	竜吾
RYUHEI	龍平
RYUHOKU	竜北
RYUICHI	柳一
RYUICHIRO	竜一郎
RYUJI	竜二
RYUJIRO	竜二郎
RYUJO	隆丈
RYUKI	隆輝
RYUKICHI	竜吉
RYUKO	柳子
RYUKYU	琉球群島
RYUMA	竜馬
RYUNOSUKE	竜之介
RYUSAKU	竜作
RYUSHI	竜志
RYUSUKE	竜介
RYUTA	竜太
RYUTARO	柳太郎
RYUYA	竜弥
RYUZO	留三
SABAE	鯖江
SABURI	佐分利
SABURO	三朗
SACHI	佐知
SACHIE	佐智恵
SACHIHIKO	幸彦
SACHIHIRO	幸弘
SACHIKO	佐千子
SACHIMI	幸美
SACHIO	佐千夫
SACHIYO	佐千世
SADA	定
SADAAKI	定明
SADAE	定枝
SADAHARU	定春
SADAHIKO	貞彦
SADAHIRO	定宏
SADAHISA	貞久
SADAICHI	定一
SADAJI	定二
SADAJIRO	定二郎
SADAKATA	定方
SADAKAZU	定一
SADAKICHI	定吉
SADAKO	定子
SADAMASA	定昌
SADAMI	貞美
SADAMICHI	貞道
SADAMITSU	貞光
SADAMU	定
SADANOBU	貞信
SADANORI	貞典
SADAO	定夫
SADAOMI	定臣
SADASHI	貞司
SADATO	定人
SADATOSHI	定俊
SADATSUGU	定嗣
SADAYO	定世
