aabar	ﺍﺏر
atifa	ﺍﺕیﻑﺍ
atish	ﺍﺕیﺵ
atiya	ﺍﺕییﺍ
atka	ﺍﺕکﺍ
atkins	ﺍﺕکیﻥﺯ
atlanta	ﺍﺕﻝﺍﻥﺕﺍ
atlas	ﺍﺕﻝﺱ
atle	ﺍﺕﻝ
atmosphere	ﺍﺕﻡﺱﻑﺭ
atoji	ﺍﺕﻭﺝی
atom	ﺍﺕﻡ
atoon	ﺍﺕﻭﻥ
atram	ﺍﺕﺭﺍﻡ
atreides	ﺍﺕﺭیﺩﺯ
attia	ﺍﺕیﺍ
attig	ﺍﺕیگ
attilio	ﺍﺕیﻝیﻭ
attilla	ﺍﺕیﻝﺍ
attlee	ﺍﺕﺕﻝی
atul	ﺍﺕﻭﻝ
atwal	ﺍﺕﻭﺍﻝ
atwater	ﺍﺕﻭﺍﺕﺭ
atwood	ﺍﺕﻭﺩ
aubrie	ﺍﻭﺏﺭی
aucellina	ﺍﻭﺱﻝیﻥﺍ
auckland	ﺍکﻝﻥﺩ
audley	ﺍﺩﻝی
audra	ﺍﻭﺩﺭﺍ
audrey	ﺍﻭﺩری
audun	ﺍﻭﺩﻭﻥ
auga	ﺍﻭگﺍ
augen	ﺍﻭﺝﻥ
auger	ﺍگر
augor	ﺍگر
august	ﺍﻭگﻭﺱﺕ
auguste	ﺍﻭگﻭﺱﺕی
augustin	ﺍگﻭﺱﺕیﻥ
augustine	ﺍگﻭﺱﺕیﻥ
augusto	ﺍگﻭﺱﺕﻭ
augustyn	ﺍگﻭﺱﺕیﻥ
auker	ﺍﻭکﺭ
auld	ﺍﻭﻝﺩ
auldridge	ﺍﻝﺩریگ
auley	ﺍﻭﻝی
aurand	ﺍﺭﺍﻥﺩ
aurdalen	ﺍﻭﺭﺩﺍﻝﻥ
aureole	ﺍﻭﺭیﻭﻝی
aurho	ﺍﻭﺭﻩﻭ
auriga	ﺍﻭﺭیگﺍ
aurnupen	ﺍﻭﺭﻥﻭپﻥ
auslander	ﺍﻭﺱﻝﺍﻥﺩﺭ
auslin	ﺍﻭﺱﻝیﻥ
auster	ﺍﻭﺱﺕر
austern	ﺍﺱﺕﺭﻥ
austin	ﺍﺱﺕیﻥ
austkampane	ﺍﻭﺱﺕکﻡپﺍﻥی
austrian	ﺍﺱﺕﺭیﻥ
austvollen	ﺍﻭﺱﺕﻭﻝیﻥ
austvorren	ﺍﻭﺱﺕﻭﺭیﻥ
authur	ﺍﻭﺕﻭر
auyeung	ﺍیﻥگ
aveling	ﺍﻭﻝیﻥگ
averie	ﺍﻭری
averies	ﺍﻭریز
averill	ﺍﻭریﻝ
averis	ﺍﻭریﺱ
aversa	ﺍﻭیﺭﺱﺍ
avery	ﺍﻭری
averye	ﺍﻭری
avian	ﺍﻭیﺍﻥ
aviation	ﺍﻭیﺍﺵﻥ
aviator	ﺍﻭیﺍﺕﻭﺭ
avicenna	ﺍﻭیﺱﻥﺍ
avichay	ﺍﻭیچﺍی
avinash	ﺍﻭیﻥﺍﺵ
avins	ﺍﻭیﻥﺱ
avis	ﺍﻭیﺱ
aviva	ﺍﻭیﻭﺍ
avniel	ﺍﻭﻥیﻝ
avolio	ﺍﻭﻭﻝیﻭ
avra	ﺍﻭرﺍ
avraham	ﺍﻭﺭﺍﻩﺍﻡ
avrum	ﺍﻭﺭﻭﻡ
awadia	ﺍﻭﺍﺩیﺍ
awan	ﺍﻭﺍﻥ
awel	ﺍﻭﻝ
awketts	ﺍکﺕﺱ
awl	ﺍﻭﻝ
awtrey	ﺍﻭﺕﺭی
axe	ﺍکﺱ
axel	ﺍکﺱیﻝ
axelsson	ﺍکﺱﻝﺱﻭﻥ
axford	ﺍکﺱﻑرﺩ
axthelm	ﺍکﺱﺩﻝﻡ
ayah	ﺍیﺍﻩ
ayari	ﺍیﺍری
ayaz	ﺍیﺍﺯ
ayckbourn	ﺍکﺏﻭرﻥ
aycock	ﺍیکﻭک
ayda	ﺍیﺩﺍ
ayen	ﺍیﻥ
ayers	ﺍیرز
ayishah	ﺍییﺵﺍﻩ
ayling	ﺍیﻝیﻥ
aylward	ﺍیﻝﻭﺍﺭﺩ
ayman	ﺍیﻡﺍﻥ
ayn	ﺍیﻥ
ayson	ﺍیﺱﻭﻥ
ayush	ﺍیﻭﺵ
ayuso	ﺍیﻭﺱﻭ
azad	ﺍﺯﺍﺩ
azalea	ﺍزﺍﻝی
azhar	ﺍزﻩر
azimuth	ﺍﺯیﻡﻭﺕ
aziz	ﻉﺯیﺯ
azlan	ﺍﺯﻝﻥ
aztec	ﺍﺯﺕک
azure	ﺍﺯﻭﺭ
baabar	ﺏﺍﺍﺏﺍر
baback	ﺏﺍﺏک
babak	ﺏﺍﺏک
babar	ﺏﺍﺏﺍﺭ
babel	ﺏﺍﺏﻝ
babikow	ﺏﺍﺏیکﻭ
babil	ﺏﺍﺏیﻝ
babis	ﺏﺍﺏیﺱ
babitz	ﺏﺍﺏیﺕﺯ
babordsranten	ﺏﺍﺏﻭرﺩﺱرﺍﻥﺕﻥ
babs	ﺏﺍﺏﺱ
babu	ﺏﺍﺏﻭ
baburao	ﺏﺍﺏﻭﺭﺍﻭ
babushkin	ﺏﺍﺏﻭﺵکیﻥ
baby	ﺏیﺏی
bacar	ﺏکر
baccus	ﺏﺍکﻭﺱ
bachand	ﺏﺍچﺍﻥﺩ
bacharach	ﺏﺍچﺍﺭﺍچ
bachelor	ﺏچﻝر
bachus	ﺏﺍچﺍﺱ
back	ﺏک
backas	ﺏﺍکﺍﺱ
backdoor	ﺏکﺩﻭﺭ
backer	ﺏکﺭ
backhurst	ﺏکﻩﻭﺭﺱﺕ
backman	ﺏکﻡﻥ
backof	ﺏکﻭﻑ
backway	ﺏکﻭی
bacon	ﺏیکﻭﻥ
badcock	ﺏﺍﺩکک
badeloch	ﺏﺍﺩﻝﻭچ
baden	ﺏﺍﺩیﻥ
bader	ﺏیﺩر
baderman	ﺏﺍﺩﺭﻡﻥ
badger	ﺏﺍﺝر
badian	ﺏﺩیﻥ
badir	ﺏﺩیﺭ
badr	ﺏﺩﺭ
badrak	ﺏﺩﺭک
badrick	ﺏﺍﺩریک
badry	ﺏﺩﺭی
baefje	ﺏیﺝ
baertie	ﺏرﺕی
baffle	ﺏﺍﻑﻝ
baggarly	ﺏﺍگﺍﺭﻝی
bagger	ﺏگﺭ
baghdad	ﺏﻍﺩﺍﺩ
bagley	ﺏگﻝی
bagnall	ﺏگﻥﺍﻝ
bagnold	ﺏگﻥﻭﻝﺩ
bagshawe	ﺏﺍگﺵﺍﻭ
baguley	ﺏﺍگﻭﻝی
bagwill	ﺏگﻭیﻝ
bahamonde	ﺏﻩﺍﻡﻥﺩ
bai	ﺏﺍی
bailey	ﺏیﻝی
bailin	ﺏﺍیﻝیﻥ
baillie	ﺏﺍیﻝی
baillieu	ﺏﺍیﻝیﻭ
bain	ﺏیﻥ
baines	ﺏیﻥﺯ
bainmedart	ﺏیﻥﻡﺩﺍﺭﺕ
bains	ﺏیﻥﺯ
bair	ﺏﺍیر
bajic	ﺏﺍﺝیک
bajwa	ﺏﺍﺝﻭﺍ
bakaya	ﺏﺍکﺍیﺍ
baken	ﺏیکﻥ
bakeneset	ﺏیکﻥﺱﺕ
baker	ﺏکﺭ
bakewell	ﺏیکﻭﻝ
bakhoum	ﺏﺍخﻭﻡ
bakkum	ﺏکﺍﻡ
bakos	ﺏﺍکﻭﺱ
bakshi	ﺏکﺵی
bakun	ﺏﺍکﺍﻥ
bakutis	ﺏﺍکﻭﺕیﺱ
balarie	ﺏﺍﻝﺍﺭی
balash	ﺏﺍﻝﺍﺵ
balaye	ﺏﻝﺍیی
balbir	ﺏﺍﻝﺏیﺭ
balchen	ﺏﺍﻝچﻥ
balchunas	ﺏﺍﻝچﻭﻥﺍﺱ
bald	ﺏﺍﻝﺩ
baldington	ﺏﺍﺩیﻥگﺕﻥ
baldred	ﺏﺍﻝﺩﺭﺩ
baldur	ﺏﺍﻝﺩﻭﺭ
baldwin	ﺏﺍﺩﻭیﻥ
bale	ﺏﺍﻝ
baleine	ﺏﺍﻝیﻥ
balendra	ﺏﺍﻝﻥﺩﺭﺍ
balfanz	ﺏﺍﻝﻑﻥﺯ
balham	ﺏﺍﻝﻩﺍﻡ
bali	ﺏﺍﻝی
baliga	ﺏﺍﻝیگﺍ
balike	ﺏﺍﻝیک
balish	ﺏﺍﻝیﺵ
balit	ﺏﺍﻝیﺕ
ball	ﺏﺍﻝ
ballantine	ﺏﺍﻝﺍﻥﺕیﻥ
ballard	ﺏﺍﻝﺍرﺩ
ballast	ﺏﺍﻝﺍﺱﺕ
ballenden	ﺏﺍﻝﺍﻥﺩﻥ
ballentine	ﺏﺍﻝﻥﺕیﻥ
balleny	ﺏﺍﻝﻥی
ballim	ﺏﺍﻝیﻡ
bally	ﺏﺍﻝی
balma	ﺏﺍﻝﻡﺍ
balog	ﺏﺍﻝﻭگ
balogh	ﺏﺍﻝﻭگ
balqa	ﺏﺍﻝکﺍ
balsam	ﺏﺍﻝﺱﺍﻡ
balsley	ﺏﺍﻝﺱﻝی
balson	ﺏﺍﻝﺱﻭﻥ
baltais	ﺏﺍﻝﺕﺍیﺱ
baltaxe	ﺏﺍﻝﺕﺍکﺱ
balter	ﺏﺍﻝﺕر
balthazar	ﺏﺍﻝﺕﺍزﺍر
baltje	ﺏﺍﻝﺕ
baltzell	ﺏﺍﻝﺕﺯﻝ
balu	ﺏﺍﻝﻭ
bamnolker	ﺏﺍﻡﻥﻭﻝکر
bamse	ﺏﺍﻡﺱی
banan	ﺏﻥﺍﻥ
bancroft	ﺏﺍﻥکﺭﺍﻑﺕ
banda	ﺏﺍﻥﺩﺍ
bandali	ﺏﻥﺩﻝی
banded	ﺏﺍﻥﺩﺩ
banderob	ﺏﻥﺩﺭﻭﺏ
bandi	ﺏﺍﻥﺩی
bandireddi	ﺏﺍﻥﺩیﺭﺩی
bandstone	ﺏﻥﺩﺍﺱﺕﻭﻥ
bandung	ﺏﻥﺩﺍﻥگ
bandy	ﺏﻥﺩی
bang	ﺏﻥگ
banik	ﺏﻥیک
bank	ﺏﺍﻥک
banker	ﺏﻥکﺭ
banks	ﺏﺍﻥکﺱ
bankwalla	ﺏﺍﻥکﻭﺍﻝﺍ
banna	ﺏﺍﻥﺍ
banton	ﺏﺍﻥﺕﻭﻥ
bao	ﺏﺍﻭ
baptist	ﺏﺍپﺕیﺱﺕ
baptista	ﺏﺍپﺕیﺱﺕﺍ
baqir	ﺏکیر
bar	ﺏﺍﺭ
barakah	ﺏرکﺍ
barakam	ﺏﺍرﺍکﺍﻡ
barakat	ﺏرکﺍﺕ
baral	ﺏﺍﺭﺍﻝ
barash	ﺏﺍﺭﺵ
barb	ﺏﺍﺭﺏ
barbagallo	ﺏﺍﺭﺏﺍگﺍﻝﻭ
barbara	ﺏﺍرﺏﺍرﺍ
barbas	ﺏﺍﺭﺏﺍﺱ
barber	ﺏﺍﺭﺏﺭ
barbour	ﺏﺍﺭﺏﻭﺭ
barclay	ﺏﺍرکﻝی
barcroft	ﺏﺍﺭکﺭﺍﻑﺕ
barculo	ﺏﺍرکﺍﻝﻭ
barcus	ﺏﺍﺭکﻭﺱ
bard	ﺏﺍﺭﺩ
bardell	ﺏﺍﺭﺩﻝ
bare	ﺏیﺭ
bareback	ﺏیﺭﺏک
barela	ﺏیﺭﻝﺍ
barenbrug	ﺏﺍرﻥﺏرﻭگ
barend	ﺏﺍﺭﻥﺩ
barfield	ﺏﺍرﻑیﻝﺩ
barford	ﺏرﻑﻭرﺩ
bargh	ﺏﺭﻕ
bargiel	ﺏﺍﺭﺝیﻝ
bari	ﺏﺍﺭی
bariaux	ﺏﺍﺭیﺍکﺱ
barich	ﺏیﺭیچ
barilari	ﺏﺍریﻝﺍری
bark	ﺏﺍﺭک
barkai	ﺏﺍﺭکﺍی
barkell	ﺏﺍﺭکﻝ
barker	ﺏﺍﺭکﺭ
barkley	ﺏﺍﺭکﻝی
barkov	ﺏﺍرکﻑ
barksdale	ﺏﺍﺭکﺱﺩیﻝی
barksfield	ﺏرکﺱﻑیﻝﺩ
barkus	ﺏرکﺱ
barlas	ﺏﺍﺭﻝﺍﺱ
barlow	ﺏرﻝﻭ
barman	ﺏﺍﺭﻡﻥ
barn	ﺏﺍﺭﻥ
barnaby	ﺏﺍﺭﻥﺍﺏی
barnard	ﺏرﻥﺍرﺩ
barnas	ﺏﺍﺭﻥﺍﺱ
barne	ﺏﺍﺭﻥ
barnett	ﺏﺍﺭﻥﺕ
barnewall	ﺏرﻥﻭﺍﻝ
barney	ﺏﺍﺭﻥی
barnhart	ﺏﺭﻥﻩﺍﺭﺕ
barnshaw	ﺏرﺵﺍﻭ
barnum	ﺏﺍﺭﻥﺍﻡ
barnwell	ﺏﺭﻥﻭﻝ
baron	ﺏﺍﺭﻥ
barone	ﺏﺍﺭﻭﻥ
baroness	ﺏﺍﺭﻭﻥﺱ
baronia	ﺏﺍﺭﻭﻥیﺍ
baronick	ﺏﺍﺭﻥیک
barraby	ﺏﺭﺍﺏی
barracouta	ﺏﺍﺭﺍکﻭﺕﺍ
barratt	ﺏرﺍﺕ
barrel	ﺏﺍﺭﻝ
barren	ﺏﺍﺭﻥ
barrera	ﺏﺍررﺍ
barrero	ﺏﺍﺭﺭﻭ
barrese	ﺏﺍرﺱ
barrey	ﺏﺍﺭی
barrie	ﺏﺍﺭی
barrier	ﺏﺭیﺭ
barringer	ﺏﺍﺭیﻥگﺭ
barrington	ﺏریﻥگﺕﻥ
barris	ﺏﺍریﺱ
barron	ﺏﺍرﻭﻥ
barroso	ﺏﺍﺭﺍﺱﻭ
barroux	ﺏﺍﺭﻭکﺱ
barrow	ﺏﺭﻭ
barsai	ﺏﺍﺭﺱی
barsse	ﺏﺍﺭﺱﻩ
bart	ﺏﺍرﺕ
bartelle	ﺏﺍﺭﺕﻝ
bartelmus	ﺏﺍرﺕﻝﻡﺍﺱ
bartelt	ﺏﺍﺭﺕﻝﺕ
barter	ﺏﺍرﺕر
barth	ﺏﺍﺭث
barthe	ﺏﺍﺭﺕی
barthel	ﺏﺍرﺕﻝ
bartholin	ﺏﺍﺭﺕﻝیﻥ
bartholomeus	ﺏﺍرﺕﻩﻭﻝﻭﻡیﻭﺱ
bartle	ﺏﺍﺭﺕﻝ
bartlett	ﺏرﺍﺕﻝﺕ
bartley	ﺏﺍﺭﺕﻝی
bartok	ﺏﺍﺭﺕک
bartolini	ﺏﺍﺭﺕﻭﻝیﻥی
barton	ﺏﺍﺭﺕﻥ
bartonico	ﺏﺍﺭﺕﻭﻥیکﻭ
bartrum	ﺏﺍرﺕرﻭﻡ
bartz	ﺏﺍﺭﺕﺯ
barua	ﺏﺍﺭﻭﺍ
baruch	ﺏﺍﺭﻭچ
barve	ﺏﺍرﻭی
barvels	ﺏﺍرﻭﻝﺱ
bary	ﺏری
bas	ﺏﺍﺱ
basaran	ﺏﺍﺱﺍرﺍﻥ
basbolken	ﺏﺍﺱﺏﻝکﻥ
basecamp	ﺏیﺱکﻡپ
basem	ﺏیﺱﻡ
basha	ﺏﺍﺵﺍ
basher	ﺏﺍﺵﺭ
bashford	ﺏﺍﺵﻑﻭرﺩ
basilica	ﺏﺍﺱیﻝیکﺍ
basilisk	ﺏﺍﺱیﻝیﺱک
basilius	ﺏﺍﺱیﻝیﻭﺱ
basim	ﺏﺱیﻡ
basir	ﺏﺱیر
basira	ﺏﺱیرﺍ
basit	ﺏﺱیط
baskar	ﺏﺍﺱکﺍﺭ
baskerville	ﺏﺍﺱکﺭﻭیﻝ
baskett	ﺏﺱکﺕ
baskette	ﺏﺱکﺕ
baskin	ﺏﺍﺱکیﻥ
basler	ﺏﺍﺱﻝﺭ
basrah	ﺏﺱرﺍ
basse	ﺏیﺱﻩ
bassel	ﺏیﺱﻝ
bassem	ﺏﺱیﻡ
bassett	ﺏﺍﺱﺕ
bassle	ﺏﺍﺱﻝ
basso	ﺏﺍﺱﻭ
basson	ﺏﺍﺱﻥ
bastard	ﺏﺍﺱﺕﺍﺭﺩ
basterfield	ﺏﺍﺱﺕﺭﻑیﻝﺩ
bastien	ﺏﺍﺱﺕیﻥ
bastion	ﺏﺍﺱﺕیﻥ
basu	ﺏﺍﺱﻭ
bat	ﺏﺍﺕ
bataille	ﺏﺍﺕیﻝ
batel	ﺏﺍﺕﻝ
bateman	ﺏیﺕﻡﻥ
bates	ﺏیﺕز
bathurst	ﺏﺍﺕﺭﺱﺕ
batish	ﺏﺍﺕیﺵ
batra	ﺏﺍﺕﺭﺍ
battah	ﺏﺕﺍﻩ
battan	ﺏﺍﺕﺍﻥ
battey	ﺏﺍﺕی
battle	ﺏﺍﺕﻝ
battlements	ﺏﺍﺕﻝﻡﻥﺕﺱ
batu	ﺏیﺕﻭ
baucom	ﺏﺍکﻭﻡ
baudin	ﺏﺍﻭﺩیﻥ
baudissin	ﺏﺍﻭﺩیﺱیﻥ
baudouin	ﺏﺍﻭﺩﻭییﻥ
bauer	ﺏﺍیر
bauffin	ﺏیﻭﻑیﻥ
baugham	ﺏیﻭگﺍﻡ
baughman	ﺏﺍﻭگﻡﻥ
baukus	ﺏﺍﻭکﻭﺱ
baulch	ﺏﺍﻭﻝچ
baumann	ﺏﺍﻭﻡﻥ
baumberger	ﺏﺍﻡﺏﺭگﺭ
baumer	ﺏﺍﻭﻡر
baumgartner	ﺏﺍﻭﻡگﺍﺭﺕﻥﺭ
baupres	ﺏﺍﻭپﺭﺱ
bawa	ﺏﺍﻭﺍ
bawcom	ﺏﺍﻭکﺍﻡ
bawden	ﺏﺍﻭﺩﻥ
baxter	ﺏﺍکﺱﺕﺭ
bay	ﺏی
bayard	ﺏﺍیﺍﺭﺩ
bayda	ﺏیﺩﺍ
bayern	ﺏﺍیﺭﻥ
bayers	ﺏیﺭﺯ
bayly	ﺏﺍیﻝی
bayse	ﺏیﺯ
bayt	ﺏﺍیﺕ
bazeley	ﺏزﻝی
bazett	ﺏﺍﺯﺕ
bazooka	ﺏﺍﺯﻭکﺍ
bazyar	ﺏﺍﺯیﺍر
bazzano	ﺏﺍﺯﺍﻥﻭ
bdale	ﺏﺩﺍﻝ
bdira	ﺏﺩیﺭﺍ
beach	ﺏیچ
beacham	ﺏیچﺍﻡ
beaches	ﺏیچﺯ
beachley	ﺏیچﻝی
beadles	ﺏیﺩﻝﺯ
beagle	ﺏیگﻝ
beaglehole	ﺏیگﻝﻩﻝ
beakley	ﺏیکﻝی
beale	ﺏیﻝ
beals	ﺏیﻝﺯ
bean	ﺏیﻥ
beane	ﺏیﻥﻩ
beanie	ﺏیﻥی
bear	ﺏیﺭ
bearcat	ﺏﺭکﺍﺕ
beard	ﺏیﺭﺩ
bearden	ﺏیﺭﺩﻥ
beardmore	ﺏیﺭﺩﻡﺭ
beardsley	ﺏﺭﺩﺱﻝی
bearing	ﺏیﺭیﻥگ
bearman	ﺏیﺭﻡﻥ
beartie	ﺏرﺕی
beasley	ﺏیﺱﻝی
beate	ﺏیﺕ
beaton	ﺏیﺕﻥ
beatrice	ﺏیرﺕریک
beattie	ﺏیﺕی
beau	ﺏیﻭ
beauchamp	ﺏیچﻡپ
beaudoin	ﺏیﻭﺩﻭیﻥ
beaufays	ﺏیﻭﻑیﺯ
beaulieu	ﺏیﻭﻝی
beaumont	ﺏیﻭﻡﻥﺕ
beaver	ﺏیﻭﺭ
beavers	ﺏیﻭﺭﺯ
beavis	ﺏیﺍﻭیﺱ
bechard	ﺏیکﺍﺭﺩ
bechaz	ﺏچﺍﺯ
beck	ﺏک
becker	ﺏکﺭ
beckers	ﺏکرﺯ
beckett	ﺏکﺕ
becki	ﺏکی
beckingsale	ﺏکیﻥگﺱیﻝ
beckman	ﺏکﻡﻥ
beckmeyer	ﺏکﻡیﺭ
beckwith	ﺏکﻭیﺕ
beda	ﺏیﺩﺍ
beddow	ﺏیﺩﻭ
bedell	ﺏﺩﻝ
bedichek	ﺏﺩیچک
bednar	ﺏﺩﻥﺍﺭ
bednarz	ﺏﺩﻥﺍﺭﺯ
bee	ﺏی
beeby	ﺏیﺏی
beedle	ﺏیﺩﻝ
beehive	ﺏیﻩیﻭ
beeler	ﺏیﻝیﺭ
beelzibub	ﺏیﻝﺯیﺏﺍﺏ
beer	ﺏیﺭ
beers	ﺏیرﺯ
beet	ﺏیﺕ
beethoven	ﺏﺕﻩﻭﻥ
beguelin	ﺏیگﻭﻝیﻥ
beh	ﺏﻩ
behara	ﺏﻩﺍﺭﺍ
behcet	ﺏﻩﺱﺕ
behm	ﺏﻩﻡ
behnam	ﺏﻩﻥﺍﻡ
behrens	ﺏﻩرﻥﺯ
beighton	ﺏیﺕﻥ
beirut	ﺏیرﻭﺕ
bekis	ﺏکیﺱ
bekki	ﺏکی
bela	ﺏﻝﺍ
belani	ﺏﻝﺍﻥی
belding	ﺏﻝﺩیﻥگ
belenky	ﺏﻝﻥکی
belk	ﺏﻝک
bell	ﺏﻝ
bellamy	ﺏﻝﺍﻡی
bello	ﺏﻝﻭ
bellomy	ﺏﻝﺍﻡی
beltrao	ﺏﻝﺕﺭﺍﻭ
bemina	ﺏﻡیﻥﺍ
ben	ﺏﻥ
benamar	ﺏﻥﺍﻡﺍﺭ
benari	ﺏﻥﺍﺭی
benavides	ﺏﻥﺍﻭﺍیﺩﺯ
benaya	ﺏﻥﺍیﺍ
bendek	ﺏﻥﺩک
bender	ﺏﻥﺩﺭ
bene	ﺏﻥﻩ
benet	ﺏﻥﺕ
beng	ﺏﻥگ
benge	ﺏﻥگ
benger	ﺏﻥگﺭ
bengt	ﺏﻥگﺕ
beniamin	ﺏﻥیﺍﻡیﻥ
benigno	ﺏﻥیگﻥﻭ
benjamins	ﺏﻥﺝﺍﻡیﻥﺯ
benjiman	ﺏﻥﺝیﻡﺍﻥ
benka	ﺏﻥکﺍ
benker	ﺏﻥکﺭ
benko	ﺏﻥکﻭ
bennet	ﺏﻥﺕ
bennie	ﺏﻥی
bennion	ﺏﻥیﻭﻥ
benno	ﺏﻥﻭ
benny	ﺏﻥی
benoit	ﺏﻥﻭیﺕ
bense	ﺏﻥﺱ
bensen	ﺏﻥﺱﻥ
benson	ﺏﻥﺱﻥ
benten	ﺏﻥﺕﻥ
bentley	ﺏﻥﺕﻝی
benton	ﺏﻥﺕﻥ
bentow	ﺏﻥﺕﻭ
bentz	ﺏﻥﺕﺯ
benz	ﺏﻥﺯ
benzene	ﺏﻥﺯﻥ
berardi	ﺏﺭﺍﺭﺩی
bercovich	ﺏﺭکﻭﻭیچ
berend	ﺏﺭﻥﺩ
berends	ﺏﺭﻥﺩﺱ
beresford	ﺏﺭﺱﻑﻭﺭﺩ
beresh	ﺏﺭﺵ
bereza	ﺏﺭیﺯﺍ
berg	ﺏﺭگ
bergan	ﺏرگﺍﻥ
bergel	ﺏﺭگﻝ
bergen	ﺏرگﻥ
bergeot	ﺏﺭگیﻭﺕ
berger	ﺏﺭگﺭ
berglund	ﺏﺭگﻝﺍﻥﺩ
bergmann	ﺏرگﻡﺍﻥ
berilla	ﺏﺭیﻝﺍ
berin	ﺏﺭیﻥ
beris	ﺏﺭیﺱ
berislav	ﺏﺭﺍیﺱﻝﺍﻭ
berk	ﺏﺭک
berkema	ﺏﺭکﻡﺍ
berkemeier	ﺏﺭکﻡیﺭ
berkey	ﺏﺭکی
berkley	ﺏﺭکﻝی
berkling	ﺏﺭکﻝیﻥگ
berlin	ﺏﺭﻝیﻥ
berlingeri	ﺏرﻝیﻥگری
berlocher	ﺏﺭﻝﺍچﺭ
berman	ﺏﺭﻡﻥ
bermel	ﺏﺭﻡﻝ
bermes	ﺏﺭﻡﺱ
bernadus	ﺏﺭﻥﺍﺩﻭﺱ
bernal	ﺏﺭﻥﺍﻝ
bernard	ﺏﺭﻥﺍﺭﺩ
bernardi	ﺏﺭﻥﺍﺭﺩی
bernardin	ﺏﺭﻥﺍﺭﺩیﻥ
bernardo	ﺏﺭﻥﺍﺭﺩﻭ
bernards	ﺏﺭﻥﺍﺭﺩﺯ
bernatz	ﺏرﻥﺍﺕﺯ
bernd	ﺏﺭﻥﺩ
bernhard	ﺏﺭﻥﻩﺍﺭﺩ
bernhardt	ﺏﺭﻥﻩﺍﺭﺕ
bernher	ﺏﺭﻥﻩﺭ
bernie	ﺏﺭﻥی
bernier	ﺏﺭﻥیﺭ
berno	ﺏﺭﻥﻭ
bernt	ﺏﺭﻥﺕ
berry	ﺏﺭی
berster	ﺏﺭﺱﺕﺭ
bert	ﺏرﺕ
bertil	ﺏرﺕیﻝ
berton	ﺏﺭﺕﻭﻥ
bertram	ﺏرﺕرﺍﻡ
bertrand	ﺏﺭﺕﺭﺍﻥﺩ
beryl	ﺏﺭیﻝ
beryman	ﺏریﻡﻥ
besam	ﺏﺱﺍﻡ
besancon	ﺏﺱﺍﻥکﻭﻥ
besko	ﺏﺱکﻭ
best	ﺏﺱﺕ
beth	ﺏﺕ
bethan	ﺏﺕﺍﻥ
bethancourt	ﺏیﺕﺍﻥکﺭﺕ
bethel	ﺏﺕﻝ
beti	ﺏﺕی
betsworth	ﺏﺕﺱﻭرث
betsy	ﺏﺕﺱی
bettina	ﺏﺕیﻥﺍ
bettio	ﺏﺕییﻭ
betts	ﺏﺕﺯ
betty	ﺏﺕی
betz	ﺏﺕﺯ
betza	ﺏﺕﺯﺍ
beuken	ﺏﻭکﻥ
beulah	ﺏیﻭﻝﺍ
beusee	ﺏیﻭﺱﻩ
beutel	ﺏیﻭﺕﻝ
beutler	ﺏﻭﺕﻝﺭ
beutling	ﺏیﺍﺕﻝیﻥگ
bev	ﺏﻭ
bevan	ﺏیﻭﺍﻥ
beveridge	ﺏﻭﺭیﺝ
beverly	ﺏیﻭﺭﻝی
bevis	ﺏﻭیﺱ
bewick	ﺏیﻭیک
bex	ﺏکﺱ
beyhan	ﺏیﻩﺍﻥ
beyl	ﺏیﻝ
bezdek	ﺏیﺯﺩک
bian	ﺏیﺍﻥ
bible	ﺏیﺏﻝ
bich	ﺏیچ
bick	ﺏیک
bickerstaffe	ﺏیکرﺍﺱﺕیﻑ
bickerton	ﺏیکﺭﺕﻥ
bidmead	ﺏیﺩﻡیﺩ
bidwell	ﺏیﺩﻭﻝ
bielecki	ﺏیﻝکی
bieler	ﺏیﻝﺭ
bielska	ﺏیﻝﺱکﺍ
bienfang	ﺏیﻥﻑﻥگ
bierl	ﺏﺍیرﻝ
bierling	ﺏﺭﻝیﻥگ
biess	ﺏیﺱ
biff	ﺏیﻑ
bifrost	ﺏیﻑﺭﺍﺱﺕ
big	ﺏیگ
bigelow	ﺏیگﻝﻭ
bigend	ﺏیگﻥﺩ
bigenwald	ﺏیگﻥﻭﺍﻝﺩ
biggar	ﺏیگﺍﺭ
biggs	ﺏیگﺯ
bight	ﺏﺍیﺕ
bigo	ﺏیگﻭ
bigourdan	ﺏیگﻭﺭﺩﺍﻥ
bijal	ﺏیﺝﺍﻝ
bik	ﺏیک
bilal	ﺏیﻝﺍﻝ
bilhar	ﺏیﻝﻩﺍﺭ
billany	ﺏیﻝﺍﻥی
billings	ﺏیﻝیﻥگﺯ
billingsley	ﺏیﻝیﻥگﺍﺱﻝﺍی
billington	ذیﻝیﻥگﺕﻥ
billo	ﺏیﻝﻭ
bills	ﺏیﻝﺯ
billy	ﺏیﻝی
billycock	ﺏیﻝیکﻭک
bilson	ﺏیﻝﺱﻭﻥ
bin	ﺏیﻥ
binay	ﺏیﻥی
bindemann	ﺏیﻥﺩﻡﻥ
bines	ﺏیﻥﺱ
bing	ﺏیﻥگ
binion	ﺏیﻥییﻭﻥ
binn	ﺏیﻥ
binner	ﺏیﻥﺭ
binnie	ﺏیﻥی
binns	ﺏیﻥﺯ
