a bomb	เอบอมบ์
antielectron	แอนติอิเล็กตรอน
antiforro	แอนติเฟร์โร
antigen	แอนติเจน
antigonus	แอนติโกนุส
antigorite	แอนติโกไรต์
antigua	แอนตีกัว
antigua and barbuda	อันติกัวแอนด์บาร์บูดา
antilles	แอนติลลิส
antilogarithm	แอนติลอการิทึม
antimeridian	แอนติเมริเดียน
antimonson	แอนติมอนสัน
antimony	แอนติโมนี
antineutrino	แอนตินิวทริโน
antineutron	แอนตินิวตรอน
antinode	แอนติโหนด
antioxidant	แอนติออกซิแดนต์
antiparos	แอนติปารอส
antiperthite	แอนติเพอร์ไทต์
antipleion	แอนติไพลออน
antipodal	แอนติโพแดล
antipodes	แอนติโปด
antiproton	แอนติโปรตอน
antiquark	แอนติควอร์ก
antiresonance	แอนติเรโซแนนซ์
antiseptic	แอนติเซปติก
antle	แอนเทิล
antoine	อองตวน
antoinette	แอนทัวเน็ตต์
antone	อันโทนี่
antonelli	อันโทเนลี่
antonia	อองโตนียา
antonietti	อันเตอนีเอตี้
antonine	แอนโทไนน์
antonio	อองโตนีโย
antonius	แอนโตนีอัส
antony	อองโตนี
antrim	แอนเทรี่ยม
antunes	แอนทูเนส
antwerp	แอนท์เวิร์ป
anug	อะนัก
aolr	เอโอแอลอาร์
aorta	เอออร์ตา
aortic	เอออติก
apartheid	อะพาร์ตไฮด์
apartment	อพาร์ตเมนต์
apatite	อะปาไตต์
ape	เอป
apec	เอเปก
apel	อเพล
apeman	เอปแมน
apex	เอเปกซ์
apgar	แอ็ปเกอร์
aphelion	อะเฟลิออน
aphra	แอฟรา
apia	อาปีอา
apl	เอพีแอล
aplin	แอพลิ้น
aplite	แอไพลต์
apodaca	อโปดาค่า
apoenzyme	แอโพเอนไซม์
apogamy	แอโพแกมี
apogean	อะโปเจียน
apogean tide	แอโพเจียนไทด์
apogee	อะโปจี
apollo	อพอลโล
apollonius	อะพอลโลเนียส
apomixis	แอโพมิกซิส
apospory	แอโพสปอรี
app	แอ็ป
appalachia	แอปพาลาเชีย
appalachian	แอปพาลาเชียน
apparatus	แอปพาราตัส
appel	แอเพล
apperley	เอิปเปอร์ลีย์
apperson	แอ็ปเปอร์สัน
appert	แอ็ปเพิร์ต
appetizer	แอปเพไทเซอร์
apple	แอปเปิล
applebaum	แอ็ปเปิลบาม
applegate	แอ็ปเปิ้ลเกต
appleman	แอ็ปเปิ้ลเมิ่น
applet	แอปเพล็ต
appleton	แอปเปิลตัน
applewhite	แอ๊ปเปิ้ลไวต์
appleyard	แอ็ปเปิ้ลยาร์ด
appling	แอ็ปปลิ่ง
appomattox	แอปโพแมตทอกซ์
appraisal	แอปเพรซอล
appreciate	แอปพรีซิเอต
approach	แอปโพรช
apps	แอ็ปส์
appurtenances	แอปเพอร์ทีแนนซ์
apricot	แอปปริคอท
april	เอพริล
april fool	เอพริลฟูล
apse	แอปส์
apsley	แอ็ปสลีย์
aqua	แอควา
aqua regia	แอควารีเจีย
aquamarine	อะความารีน
aquarium	อะควาเรียม
aquilina	อควิลีน่า
aquinas, thomas	อะไควนัส, ทอมัส
ara	แอร่า
arab	อาหรับ
arabella	แอเรเบล่า
arabesque	อะราเบสก์
arabia	อาระเบีย
arabic	อะราบิก
aragon	เอเรอกั้น
aragones, sergio	อาราโกเนส, เซอร์จีโอ
aragonite	อะราโกไนต์
aral	อารัล
aram	เอแรม
aramaic	อาราเมอิก
aranda	เออแรนด้า
arant	อาเริ่นต์
arapa	อาราปา
arapaho	อาราปาโฮ
aras	อแรส
arber	อาร์เบอร์
arbitrary	อาร์บิทรารี
arbogast	อาร์โบกัสต์
arbor	อาร์เบอร์
arbuckle	อาร์บักเกิล
arbuthnot	อาร์บัทเนิต
arc	อาร์ก
arcade	อาร์เคด
arcadia	อาร์เคเดีย
arcado	อาร์คาโด้
arcand	อาร์เกิ่นด์
arch	อาร์ช
archaean	อาร์เคียน
archaeocyathid	อาร์คีโอไซอาทิด
archaeozoic	อาร์คีโอโซอิก
archaic	อาร์เคอิก
archambault	อาร์เชิมโบ
archaster	อาร์แคสเตอร์
archbishop	อาร์ชบิชอป
archbold	อาร์ชโบลด์
archdale	อาร์ชเดล
archdeacon	อาร์ชดีเคิ้น
archduchess	อาร์ชดัชเชส
archduke	อาร์ชดุ๊ก
archean	อาร์เคียน
archegonium	อาร์คิโกเนียม
archeozoic	อาร์คีโอโซอิก
archer	อาร์เชอร์
archibald	อาร์ชิบอลด์
archie	อาร์ชี
archimedes	อาร์คีมีดีส
archipenko, alek-sander	อาร์คิเพงโก, อะเล็กซานเดอร์
archipenko, alexsander	อาร์คิเพงโก, อะเล็กซานเดอร์
architecture	อาร์คิเทกเชอร์
archy	อาร์ชี
arctic circle	อาร์กติกเซอร์เคิล
ardagh	อาร์เดิ่ก
ardee	อาร์ดี้
ardelia	อาร์เดเลีย
arden	อาร์เดน
arden, elizabeth	อาร์เดน, เอลิซาเบท
ardis	อาร์ดิส
ardizzone	อาร์ดีโซนี่
ardon	อาร์เดิ่น
arena	อะรีนา
arends	แอเรนดส์
arenite	อารีไนต์
arens	เอเรินส์
arent	อเริ่นต์
arents	อเรนต์ส
arete	อาแรต
arey	แอรีย์
arfredsonite	อาร์ฟเรดโซไนต์
argentina	อาร์เจนตินา
argentite	อาร์เจนไทต์
argentopyrite	อาร์เจนโทไพไรต์
argillic	อาร์จิลลิก
argillite	อาร์จิลไลต์
argon	อาร์กอน
argue	อาร์กิว
argument	อาร์กิวเมนต์
argyle	อาร์ไกล์
argyll	อาร์ไกล์
argyris	อาร์กริส
arias	อเรียส
aridisols	แอริดิซอลส์
arie	แอรี่
ariel	เอเรียล
aries	เอริส
aring	อาริ่ง
ario	อาริโอ้
aris	เออริส
aristides	เออเริสไทด์ส
aristoteles	อาริสโตเตเลส
aristotle	อาริสโตเติล
arkansas	อาร์คันซอ
arkell	อาร์เคิล
arkin	อาร์คิน
arkle	อาร์เคิล
arkose	อาร์โคส
arkwright	อาร์กไรต์
arlan	อาร์เลิ่น
arlen	อาร์เลิน
arlene	อาร์ลีน
arlin	อาร์ลิ่น
arling	อาร์ลิ่ง
arlington	อาร์ลิงตัน
arlo	อาร์โล
arm	อาร์ม
armagh	อาร์มาก
arman	อาร์เมิน
armanda	อะแมนดา
armar	อาร์มาร์
armas	อาร์เมิส
armature	อาร์มาเจอร์
armbrust	อาร์มบรัสต์
armbruster	อาร์มเบริสเตอร์
armchair	อาร์มแชร์
armenia	อาร์มิเนีย
armenian	อาร์มีเนียน
armentrout	อาร์เมิ่นเทราต์
armer	อาร์เมอร์
armes	อาร์มึส
armidale	อาร์เมอเดล
armin	อาร์มิน
arminda	อาร์มินด้า
armine	อาร์มีนี่
armington	อาร์มิงเติ้น
armistead	อาร์มิสเทต
armitage	อาร์มิทิจ
armon	อาร์เมิ่น
armorica	อาร์มอริกา
armorican	อาร์มอริกัน
armory show	อาร์เมอรีโชว์
armour	อาร์เมอร์
armstrong	อาร์มสตรอง
armstrong, neil	อาร์มสตรอง, นีล
arn	อาร์น
arnall	อาร์เนิล
arnason	อาร์นาสัน
arnaud	อาร์โนด์
arnaz	อาร์เนิส
arndt	อาร์นต
arne	อาร์น
arnell	อาร์เนิล
arner	อาร์เนอร์
arneson	อาร์นิสัน
arnet	อาร์เน็ต
arnett	อาร์เน็ต
arney	อาร์นีย์
arnheim	อาร์นไฮม์
arni	อาร์นี่
arno	อาร์โน
arnold	อาร์โนลด์
arnold, matthew	อาร์โนลด์, แมตทิว
arnoldi	อาร์โนลดี้
arnot	อาร์เนิต
arnott	อาร์น็อตต์
arnoux	อาร์นู
arnstein	อาร์นสไตน์
arntz	อาร์นตส
arny	อาร์นี่
arocha	อาโรค่า
aroe	อารู
aromatic	อะโรมาติก
