A BOMB	เอบอมบ์
ANGLESEY	แองเกิลซีย์
ANGLESIE	แองเกิลซี
ANGLESITE	แองกลีไซต์
ANGLETON	แองเกิลเติ้น
ANGLICAN	แองกลิคัน
ANGLO	แองโกล
ANGOLA	อังโกลา
ANGSTROM	อังสตรอม
ANHARMONIC	แอนฮาร์มอนิก
ANHOLT	แอนโฮล์ต
ANHYDRIDE	แอนไฮไดรด์
ANHYDRITE	แอนไฮไดรต์
ANICE	แอเนิส
ANIL	แอนนิล
ANIMATION	แอนิเมชัน
ANION	แอนไออน
ANIONOTROPY	แอนไอออนอทรอปี
ANISOTROPIC	แอนไอโซทรอปิก
ANISOTROPY	แอนไอโซทรอปี
ANITA	อะนีตา
ANKA, PAUL	แองกา, พอล
ANKARA	อังการา
ANKENY	เอิงคีนี่
ANKH	อังก์
ANN	แอนน์
ANNA	แอนนา
ANNABEL	แอนนาเบล
ANNABELLA	แอนนาเบลลา
ANNABOR	แอนนาร์เบอร์
ANNADALE	แอนนาดัล
ANNANDALE	แอนนันเดล
ANNE	อาน
ANNELIESE	แอนเนอลิส
ANNELISE	แอนเนอลิส
ANNEN	แอนเนิน
ANNENBERG	แอนเนินเบิร์ก
ANNESLEY	แอนสลีย์
ANNETT	เอินเน็ต
ANNETTA	แอนเน็ตต้า
ANNETTE	อันเนทเทอ
ANNIE	แอนนี
ANNIS	แอนิส
ANNS	แอนส์
ANNUNZIO	เอินนันซีโอ้
ANONYMOUS	แอนอนิมัส
ANORTHITE	อะนอร์ไทต์
ANORTHOCLASE	อะนอร์โทเคลส
ANORTHOSITE	อะนอร์โทไซต์
ANOVA	แอนโนวา
ANOXIC	แอน็อกซิก
ANS	เอเอ็นเอส
ANSEL	เอินเซล
ANSELM	แอนเซลม์
ANSHEN	แอนเชิ่น
ANSI	แอนซี
ANSLEY	แอนสลีย์
ANSON	แอนสัน
ANSORGE	อันซอร์จ
ANSPACH	แอนสปาก
ANSTEY	แอนสตีย์
ANSTRUTHER	แอนสตรัตเทอร์
ANTANANARIVO	อันตานานาริโว
ANTAR	แอนเทอร์
ANTARCTIC CIRCLE	แอนตาร์กติกเซอร์เคิล
ANTARCTICA	แอนตาร์กติกา
ANTER	แอนเตอร์
ANTHEA	แอนเทีย
ANTHERIDIUM	แอนเทอริเดียม
ANTHONY	แอนโทนี
ANTHOPHYLLITE	แอนโทฟิลไลต์
ANTHOZOAN	แอนโทโซแอน
ANTHRACENE	แอนทราซีน
ANTHRACITE	แอนทราไซต์
ANTHRAX	แอนแทรกซ์
ANTHRAX BACTERIA	แอนแทรกซ์แบคทีเรีย
ANTHROPOMORPHIC	แอนโทรโพมอร์ฟิก
ANTI	แอนติ
ANTI-ELECTRON	แอนติอิเล็กตรอน
ANTI-HERO	แอนติฮีโร
ANTIAUXIN	แอนติออกซิน
ANTIBODY	แอนติบอดี
ANTICLIMAX	แอนติไคลแมกซ์
ANTICODON	แอนติโคดอน
ANTICYCLONE	แอนติไซโคลน
ANTIELECTRON	แอนติอิเล็กตรอน
ANTIFORRO	แอนติเฟร์โร
ANTIGEN	แอนติเจน
ANTIGONUS	แอนติโกนุส
ANTIGORITE	แอนติโกไรต์
ANTIGUA AND BARBUDA	อันติกัวแอนด์บาร์บูดา
ANTILLES	แอนติลลิส
ANTILOGARITHM	แอนติลอการิทึม
ANTIMERIDIAN	แอนติเมริเดียน
ANTIMONSON	แอนติมอนสัน
ANTIMONY	แอนติโมนี
ANTINEUTRINO	แอนตินิวทริโน
ANTINEUTRON	แอนตินิวตรอน
ANTINODE	แอนติโหนด
ANTIOXIDANT	แอนติออกซิแดนต์
ANTIPAROS	แอนติปารอส
ANTIPERTHITE	แอนติเพอร์ไทต์
ANTIPLEION	แอนติไพลออน
ANTIPODAL	แอนติโพแดล
ANTIPODES	แอนติโปด
ANTIPROTON	แอนติโปรตอน
ANTIQUARK	แอนติควอร์ก
ANTIVIRUS	แอนติไวรัส
ANTLE	แอนเทิล
ANTOINE	อองตวน
ANTOINETTE	แอนทัวเน็ตต์
ANTONE	อันโทนี่
ANTONIA	อองโตนียา
ANTONIETTI	อันเตอนีเอตี้
ANTONINE	แอนโทไนน์
ANTONIO	อองโตนีโย
ANTONIUS	แอนโตนีอัส
ANTONY	อองโตนี
ANTRIM	แอนเทรี่ยม
ANTUNES	แอนทูเนส
AOLR	เอโอแอลอาร์
AORTA	เอออร์ตา
AORTIC	เอออติก
APARTHEID	อะพาร์ตไฮด์
APARTMENT	อพาร์ตเมนต์
APATITE	อะปาไตต์
APE	เอป
APEC	เอเปก
APEMAN	เอปแมน
APEX	เอเปกซ์
APGAR	แอ็ปเกอร์
APHELION	อะเฟลิออน
APHRA	แอฟรา
APIA	อาปีอา
APL	เอพีแอล
APLIN	แอพลิ้น
APLITE	แอไพลต์
APODACA	อโปดาค่า
APOENZYME	แอโพเอนไซม์
APOGEAN	อะโปเจียน
APOGEAN TIDE	แอโพเจียนไทด์
APOGEE	อะโปจี
APOLLO	อพอลโล
APOLLONIUS	อะพอลโลเนียส
APOMIXIS	แอโพมิกซิส
APOSPORY	แอโพสปอรี
APP	แอ็ป
APPALACHIAN	แอปพาลาเชียน
APPEL	แอเพล
APPERLEY	เอิปเปอร์ลีย์
APPERSON	แอ็ปเปอร์สัน
APPERT	แอ็ปเพิร์ต
APPETIZER	แอปเพไทเซอร์
APPLE	แอปเปิล
APPLEBY	แอ็ปปลีบี้
APPLEGATE	แอ็ปเปิ้ลเกต
APPLEMAN	แอ็ปเปิ้ลเมิ่น
APPLET	แอปเพล็ต
APPLEWHITE	แอ๊ปเปิ้ลไวต์
APPLEYARD	แอ็ปเปิ้ลยาร์ด
APPLING	แอ็ปปลิ่ง
APPRAISAL	แอปเพรซอล
APPRECIATE	แอปพรีซิเอต
APPROACH	แอปโพรช
APPS	แอ็ปส์
APPURTENANCES	แอปเพอร์ทีแนนซ์
APRICOT	แอปปริคอท
APRIL FOOL	เอพริลฟูล
APSE	แอปส์
APSLEY	แอ็ปสลีย์
AQUA	แอควา
AQUA REGIA	แอควารีเจีย
AQUAMARINE	อะความารีน
AQUARIUM	อะควาเรียม
AQUILINA	อควิลีน่า
AQUINAS, THOMAS	อะไควนัส, ทอมัส
ARA	แอร่า
ARAB	อาหรับ
ARABELLA	แอเรเบล่า
ARABESQUE	อะราเบสก์
ARABIA	อาระเบีย
ARABIC	อะราบิก
ARAGON	เอเรอกั้น
ARAGONES, SERGIO	อาราโกเนส, เซอร์จีโอ
ARAGONITE	อะราโกไนต์
ARAM	เอแรม
ARAMAIC	อาราเมอิก
ARANDA	เออแรนด้า
ARANT	อาเริ่นต์
ARAPA	อาราปา
ARAS	อแรส
ARBER	อาร์เบอร์
ARBITRARY	อาร์บิทรารี
ARBOGAST	อาร์โบกัสต์
ARBOR	อาร์เบอร์
ARBUCKLE	อาร์บักเกิล
ARBUTHNOT	อาร์บัทเนิต
ARC	อาร์ก
ARCADE	อาร์เคด
ARCADIA	อาร์เคเดีย
ARCADO	อาร์คาโด้
ARCAND	อาร์เกิ่นด์
ARCH	อาร์ช
ARCHAEAN	อาร์เคียน
ARCHAEOCYATHID	อาร์คีโอไซอาทิด
ARCHAEOZOIC	อาร์คีโอโซอิก
ARCHAIC	อาร์เคอิก
ARCHAMBAULT	อาร์เชิมโบ
ARCHASTER	อาร์แคสเตอร์
ARCHBISHOP	อาร์ชบิชอป
ARCHBOLD	อาร์ชโบลด์
ARCHDALE	อาร์ชเดล
ARCHDEACON	อาร์ชดีเคิ้น
ARCHEGONIUM	อาร์คิโกเนียม
ARCHEOZOIC	อาร์คีโอโซอิก
ARCHER	อาร์เชอร์
ARCHIBALD	อาร์ชิบอลด์
ARCHIE	อาร์ชี
ARCHIPENKO, ALEK-SANDER	อาร์คิเพงโก, อะเล็กซานเดอร์
ARCHIPENKO, ALEXSANDER	อาร์คิเพงโก, อะเล็กซานเดอร์
ARCHITECTURE	อาร์คิเทกเชอร์
ARCHY	อาร์ชี
ARCTIC	อาร์กติก
ARCTIC CIRCLE	อาร์กติกเซอร์เคิล
ARDEE	อาร์ดี้
ARDELIA	อาร์เดเลีย
ARDEN	อาร์เดน
ARDEN, ELIZABETH	อาร์เดน, เอลิซาเบท
ARDIS	อาร์ดิส
ARDIZZONE	อาร์ดีโซนี่
ARDON	อาร์เดิ่น
AREND	เออเรนด์
ARENDS	แอเรนดส์
ARENITE	อารีไนต์
ARENS	เอเรินส์
ARENTS	อเรนต์ส
ARETE	อาแรต
AREY	แอรีย์
ARFREDSONITE	อาร์ฟเรดโซไนต์
ARGENTINA	อาร์เจนตินา
ARGENTITE	อาร์เจนไทต์
ARGENTOPYRITE	อาร์เจนโทไพไรต์
ARGILLIC	อาร์จิลลิก
ARGILLITE	อาร์จิลไลต์
ARGON	อาร์กอน
ARGUE	อาร์กิว
ARGYLE	อาร์ไกล์
ARGYRIS	อาร์กริส
ARIAS	อเรียส
ARIDISOLS	แอริดิซอลส์
ARIEL	เอเรียล
ARIES	เอริส
ARING	อาริ่ง
ARIS	เออริส
ARISTIDES	เออเริสไทด์ส
ARISTOTELES	อาริสโตเตเลส
ARISTOTLE	อาริสโตเติล
ARKANSAS	อาร์คันซอ
ARKELL	อาร์เคิล
ARKIN	อาร์คิน
ARKLE	อาร์เคิล
ARKOSE	อาร์โคส
ARKWRIGHT	อาร์กไรต์
ARLAN	อาร์เลิ่น
ARLEN	อาร์เลิน
ARLIN	อาร์ลิ่น
ARLING	อาร์ลิ่ง
ARLINGTON	อาร์ลิงตัน
ARLO	อาร์โล
ARM	อาร์ม
ARMAGH	อาร์มาก
ARMAN	อาร์เมิน
ARMANDA	อะแมนดา
ARMAR	อาร์มาร์
ARMAS	อาร์เมิส
ARMATURE	อาร์มาเจอร์
ARMBRUSTER	อาร์มเบริสเตอร์
ARMCHAIR	อาร์มแชร์
ARMENIA	อาร์มิเนีย
ARMENTROUT	อาร์เมิ่นเทราต์
ARMER	อาร์เมอร์
ARMES	อาร์มึส
ARMIDALE	อาร์เมอเดล
ARMIN	อาร์มิน
ARMINDA	อาร์มินด้า
ARMINE	อาร์มีนี่
ARMINGTON	อาร์มิงเติ้น
ARMISTEAD	อาร์มิสเทต
ARMORICA	อาร์มอริกา
ARMORY SHOW	อาร์เมอรีโชว์
ARMOUR	อาร์เมอร์
ARMSTRONG	อาร์มสตรอง
ARMSTRONG, NEIL	อาร์มสตรอง, นีล
ARN	อาร์น
ARNALL	อาร์เนิล
ARNASON	อาร์นาสัน
ARNAUD	อาร์โนด์
ARNAZ	อาร์เนิส
ARNDT	อาร์นต
ARNE	อาร์น
ARNELL	อาร์เนิล
ARNER	อาร์เนอร์
ARNET	อาร์เน็ต
ARNETT	อาร์เน็ต
ARNEY	อาร์นีย์
ARNHEIM	อาร์นไฮม์
ARNO	อาร์โน
ARNOLD	อาร์โนลด์
ARNOLD, MATTHEW	อาร์โนลด์, แมตทิว
ARNOLDI	อาร์โนลดี้
ARNOT	อาร์เนิต
ARNOTT	อาร์น็อตต์
ARNSTEIN	อาร์นสไตน์
ARNTZ	อาร์นตส
ARNY	อาร์นี่
AROCHA	อาโรค่า
AROE	อารู
AROMATIC	อะโรมาติก
ARON	แอเริ่น
AROND	เอเออรอนด์
ARONOWITZ	เอรอนาวิตส์
ARONS	อาโรนส์
ARPAD	อาร์แพ็ด
ARPANET	อาร์พาเน็ต
ARPEGGIO	อาร์เพจิโอ
ARRADI	อาร์เรดี
ARRAN	อาร์เอิน
ARRHENIUS	อาร์เรเนียส
ARRHENIUS ARSENIC	อาร์รีเนียสอาร์เซนิค
ARRIGO	อรีโก้
ARRINGTON	เอริงเติ้น
ARROL	แอเริล
ARROW	แอร์โรว
ARROWSMITH	แอร์โรว์สมิธ
ARSENAL	อาร์เซนอล
ARSENATE	อาร์เซเนต
ARSENAULT	อาร์เซโนลต์
ARSENIC	อาร์เซนิก
ARSENICALS	อาร์เซนิคัล
ARSENOLITE	อาร์เซโนไลต์
ARSENOPYRITE	อาร์เซโนไพไรต์
ARSTID	อาร์สติด
ART	อาร์ต
ART DECO	อาร์ตเดโค
ART HOUSE	อาร์ตเฮาส์
ART NOUVEAU	อาร์ตนูโว
ART WORK	อาร์ตเวิร์ก
ARTEMISIA	อาร์ทีมีเซีย
ARTEMUS	อาร์เทอเมิส
ARTER	อาร์เตอร์
ARTERITE	อาร์ทีไรต์
ARTHUR	อาร์ตูร์
ARTHUR, CHESTER ALAN	อาร์เทอร์, เชสเตอร์ แอลัน
ARTICHOKE	อาร์ติโชก
ARTIST	อาร์ตทิสต์
ARTURO	อาร์ทูโร่
ARTWORK	อาร์ตเวิร์ก
ARUP	เออรัป
ARVEY	อาร์วีย์
ARVIN	อาร์วิ้น
ARVO	อาร์โว
ARVON	อาร์เวิน
ARYAN	อารยัน
ARYTENOID	แอริทินอยด์
AS	เอเอส
ASAHEL	ออแซเฮิล
ASAPH	แอเซิฟ
ASBESTOS	แอสเบสตอส
ASBURY	แอสแบรี่
ASCENSION	อัสเซนชัน
ASCH	แอช
ASCHAFFENBURG	แอชแชฟเฟิ่นเบิร์ก
ASCHAM	แอสคัม
ASCHER	แอชเชอร์
ASCII	แอสกี
ASCOLI	เอิสโกลี่
ASCOT	แอสค็อต
ASENCIO	อเซ็นซีโอ
ASENSIO	เอสซึนซีโอ
ASH	แอช
ASHBAUGH	เอิชบอ
ASHBOURNE	แอชบอร์น
ASHBROOK	แอชบรู๊ก
ASHBURN	แอชเบิร์น
ASHBURNHAM	แอชเบิร์นเอิม
ASHBURTON	แอชเบอร์เติ้น
ASHCAN	แอชแคน
ASHCRAFT	แอชแครฟต์
ASHDOWN	แอชดาวน์
ASHE	แอช
ASHER	แอชเชอร์
ASHETON	แอชเติน
ASHFORD	แอชเฟิร์ด
ASHKHABAD	อาชคาบัด
ASHMORE	แอชมอร์
ASHOUR	แอชเอาเรอร์
ASHTON, FREDERICK	แอชตัน, เฟรเดริก
ASHUR	แอเชอร์
ASHURST	แอเชิร์สต
ASHVILLE	แอชวิล
ASHWORTH	แอชเวิร์ท
ASIAN GAMES	เอเชียนเกมส์
ASIMOV	อาซิมอฟ
ASIMOV, ISAAC	อาซิมอฟ, ไอแซก
ASKEW	เอิสคิ้ว
ASKIN	เอิสคิ้น
ASKINS	เอิสคินส์
ASL	เอเอสแอล
ASMARA	อัสมารา
ASPARAGUS	แอสพารากัส
ASPARTAME	เอสปาร์เทม
ASPELL	แอสเปิ้ล
ASPER	แอสเปอร์
ASPHALT	แอสฟัลต์
ASPIN	แอ็สปิ้น
ASPINWALL	แอสปินวอล
ASPIRATOR	แอสไพเรเตอร์
ASPIRIN	แอสไพริน
ASPIS	แอสพิส
ASPLUND	แอสเปลินด์
ASPREY	เอิสพรี
ASQUITH	แอสควิท
ASR	เอเอสอาร์
ASSEMBLER	แอสเซมเบลอร์
ASSEMBLY	เอสเซมบลี
ASSET	แอสเซต
ASSIGN	แอสไซน์
ASSIMILATION	แอสซิมิเลชัน
ASSOCIATE	แอสโซซิเอต
ASSUM	เอิสเซิ่ม
